mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0														72	72
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	721										72	72
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	722										72	72
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	723										72	72
98	98	291	291	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	724							56				
98	98	583/2	583/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	725							56				
98	98	292	292	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	726							56				
98	98	585/2	585/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	727							56				
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	728											
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0															
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0														73	73
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	729										73	73
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	730										73	73
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	731										73	73
99	99	295	295	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	732							57				
99	99	593/2	593/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	733							57				
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0															
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0														74	74
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	734										74	74
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	735										74	74
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	736										74	74
100	100	297	297	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	737							57				
100	100	595/2	595/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	738							57				
100	100	298	298	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	739							57				
100	100	597/2	597/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	740											
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	741							58				
100	100	297	297	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	742											
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	743											
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0															
100	100	297	297	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	744											
100	100	298	298	0.0	1/4	1/4	Spanner	3/4	2	1	0														75	75
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	745										75	75
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	746										75	75
101	101	300	300	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	747							58				
101	101	601/2	601/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	748							58				
101	101	301	301	0.0	1/4	1/4	Spanner	3/4	1	1	0											58	9			
101	101	301	301	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	749							58	9			
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	750							58	9			
101	101	302	302	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	751							58	9			
101	101	605/2	605/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	752							58	9			
101	101	300	300	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	753								9			
101	101	601/2	601/2	1.5	1/8	1/8	Chord	3/4	1	3	3/8		1/4	3/2	754								9			
101	101	300	300	0.0	0	0	StaffText	3/4	2	1	0							<i>a tempo</i>								
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0															
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0														76	76
101	101	300	300	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	755										76	76
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	756										76	76
101	101	300	300	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	757										76	76
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	758										76	76
102	102	303	303	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	759							58	9			
102	102	607/2	607/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	760							58	9			
102	102	304	304	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	761							58	9			
102	102	609/2	609/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	762							58	9			
102	102	305	305	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	763							58	9			
102	102	611/2	611/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	764							58	9			
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	765										76	76
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	766										76	76
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	767							58	9			
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	768							58	9			
103	103	307	307	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	769							58	9			
103	103	615/2	615/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	770							58	9			
103	103	308	308	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	771							58	9			
103	103	617/2	617/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	772							58	9			
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0															
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0														77	77
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	773										77	77
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	774										77	77
104	104	309	309	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	775							58	9			
104	104	619/2	619/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	776							58	9			
104	104	310	310	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	777							58	9			
104	104	621/2	621/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	778							58	9			
104	104	311	311	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	779							58	9			
104	104	623/2	623/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	780							58	9			
104	104	309	309	0.0	0	0	Spanner	3/4	2	1	0															
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	781											
105	105	312	312	0.0	0	0	Spanner	3/4	1	1	0											58				
105	105	312	312	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	782							58				
105	105	625/2	625/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	783							58				
105	105	313	313	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	784							58				
105	105	627/2	627/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	785							58				
105	105	314	314	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	786							58				
105	105	629/2	629/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	787							58				
105	105	312	312	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	788											
106	106	315	315	0.0	0	0	Spanner	3/4	1	1	0											58		8		
106	106	315	315	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	789							58		8		
106	106	631/2	631/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	790							58		8		
106	106	316	316	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	791							58		8		
106	106	633/2	633/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	792							58		8		
106	106	317	317	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	793							58		8		
106	106	635/2	635/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	794							58		8		
106	106	315	315	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	795							59				
106	106	631/2	631/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	796							59				
106	106	316	316	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	797							59				
106	106	633/2	633/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	798							59				
106	106	317	317	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	799							59				
106	106	635/2	635/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	800							59				
107	107	318	318	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	801							58		8		
107	107	637/2	637/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	802							58		8		
107	107	319	319	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	803							58		8		
107	107	639/2	639/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	804							58		8		
107	107	320	320	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	805							58		8		
107	107	641/2	641/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	806							58		8		
107	107	318	318	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	807							59				
107	107	637/2	637/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	808							59				
107	107	319	319	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	809							59				
107	107	639/2	639/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	810							59				
107	107	320	320	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	811							59				
107	107	641/2	641/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	812							59				
108	108	321	321	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	813							58		8		
108	108	643/2	643/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	814							58		8		
108	108	322	322	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	815							58		8		
108	108	645/2	645/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	816							58		8		
108	108	323	323	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	817							58		8		
108	108	647/2	647/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	818							58		8		
108	108	321	321	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	819							59				
108	108	643/2	643/2	0.0	1/8	1/8	Spanner	3/4	2	1	0											59			78	78
108	108	643/2	643/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	820							59			78	78
108	108	322	322	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	821							59			78	78
108	108	645/2	645/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	822							59			78	78
108	108	323	323	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	823							59			78	78
108	108	647/2	647/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	824							59			78	78
109	109	324	324	0.0	0	0	Spanner	3/4	1	1	0															
109	109	324	324	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	825											
109	109	326	326	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp										
109	109	324	324	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	826										78	78
109	109	325	325	0.0	1/4	1/4	Spanner	3/4	2	1	0															
109	109	326	326	0.0	1/2	1/2	Spanner	3/4	2	1	0														79	79
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	827		articStaccatoAbove					60			79	79
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	828		articStaccatoAbove					60			79	79
110	110	327	327	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	829		articStaccatoBelow					61			79	79
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	830		articStaccatoBelow					61			79	79
111	111	330	330	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	831		articStaccatoAbove					60			79	79
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	832		articStaccatoAbove								79	79
111	111	332	332	0.0	1/2	1/2	Spanner	3/4	2	1	0															
111	111	330	330	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	833		articStaccatoBelow					61				
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	834		articStaccatoBelow									
