mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_hairpin	decrescendo_hairpin	crescendo_line	HairPin:2_poco cresc.	pedal	Pedal_<sym>keyboardPedalPed</sym>
96	207	284	284	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	759													
96	207	285	285	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	760													
97	208	286	286	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	761						80							
97	208	1147/4	1147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	762						80							
97	208	287	287	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	763													
97	208	286	286	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	764													
97	208	287	287	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	765													
97	208	288	288	0.0	1/2	1/2	Spanner	3/4	2	1	0													9				
97	208	288	288	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	766		articAccentAbove				81			9				
98	209	289	289	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	767						82							
98	209	1159/4	1159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	768						82							
98	209	290	290	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	769						82							
98	209	1167/4	1167/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	770						82							
98	209	289	289	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	771													
98	209	290	290	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	772													
98	209	289	289	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	773						81			9				
98	209	1159/4	1159/4	0.0	3/16	3/16	Spanner	3/4	2	1	0										81							
98	209	1159/4	1159/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	774						81							
98	209	290	290	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	775						81							
98	209	871/3	871/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	776						81							
98	209	872/3	872/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	777						81							
98	209	291	291	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	778						81							
98	209	583/2	583/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	779						81							
99	210	292	292	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	780						82							
99	210	1171/4	1171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	781						82							
99	210	293	293	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	782						82							
99	210	294	294	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	783						82							
99	210	589/2	589/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	784						82							
99	210	293	293	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	785													
99	210	292	292	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	786						81							
99	210	1171/4	1171/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	787						81							
99	210	293	293	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	788						81							
99	210	880/3	880/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	789						81							
99	210	881/3	881/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	790						81							
99	210	294	294	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	791						81							
99	210	589/2	589/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	792						81							
100	211	295	295	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	793						82							
100	211	1183/4	1183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	794						82							
100	211	296	296	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	795						82							
100	211	297	297	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	796						82							
100	211	295	295	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	797						81							
100	211	1183/4	1183/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	798						81							
100	211	296	296	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	799						81							
100	211	297	297	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	800						81							
101	212	298	298	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	801													
101	212	298	298	0.0	0	0	Spanner	3/4	2	1	0																40	40
101	212	298	298	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	802												40	40
101	212	299	299	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	803												40	40
101	212	300	300	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	804												40	40
102	213	301	301	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	805						83							
102	213	1207/4	1207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	806						83							
102	213	302	302	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	807						83							
102	213	1215/4	1215/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	808						83							
102	213	301	301	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	809													
102	213	302	302	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	810													
102	213	301	301	0.0	0	0	Spanner	3/4	2	1	0																	
102	213	301	301	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	811													
102	213	301	301	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	812						84							
102	213	1207/4	1207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	813						84							
102	213	302	302	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	814						84							
102	213	907/3	907/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	815						84							
102	213	908/3	908/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	816						84							
102	213	303	303	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	817						84							
102	213	607/2	607/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	818						84							
103	214	304	304	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	819						83							
103	214	1219/4	1219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	820						83							
103	214	305	305	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	821						83							
103	214	304	304	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	822													
103	214	304	304	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	823						84							
103	214	1219/4	1219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	824						84							
103	214	305	305	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	825						84							
103	214	916/3	916/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	826						84							
103	214	917/3	917/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	827						84							
103	214	306	306	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	828						84							
103	214	613/2	613/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	829						84							
104	215	307	307	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	830						83							
104	215	1231/4	1231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	831						83							
104	215	308	308	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	832						83							
104	215	309	309	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	833						83							
104	215	307	307	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	834						84							
104	215	1231/4	1231/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	835						84							
104	215	308	308	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	836						84							
104	215	309	309	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	837						84							
105	216	310	310	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	838													
105	216	310	310	0.0	0	0	Spanner	3/4	2	1	0																41	41
105	216	310	310	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	839												41	41
105	216	311	311	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	840												41	41
105	216	312	312	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	841												41	41
106	217	313	313	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	842						85							
106	217	1255/4	1255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	843						85							
106	217	314	314	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	844						85							
106	217	1263/4	1263/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	845						85							
106	217	313	313	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	846													
106	217	314	314	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	847													
106	217	313	313	0.0	0	0	Spanner	3/4	2	1	0																	
106	217	313	313	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	848													
106	217	313	313	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	849						86							
106	217	1255/4	1255/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	850						86							
106	217	314	314	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	851						86							
106	217	943/3	943/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	852						86							
106	217	944/3	944/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	853						86							
106	217	315	315	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	854						86							
106	217	631/2	631/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	855						86							
107	218	316	316	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	856						85							
107	218	1267/4	1267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	857						85							
107	218	317	317	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	858						85							
107	218	318	318	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	859						85							
107	218	637/2	637/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	860						85							
107	218	317	317	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	861													
107	218	316	316	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	862						86							
107	218	1267/4	1267/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	863						86							
107	218	317	317	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	864						86							
107	218	952/3	952/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	865						86							
107	218	953/3	953/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	866						86							
107	218	318	318	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	867						86							
107	218	637/2	637/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	868						86							
108	219	319	319	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	869						85							
108	219	1279/4	1279/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	870						85							
108	219	320	320	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	871						85							
108	219	321	321	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	872						85							
108	219	319	319	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	873						86							
108	219	1279/4	1279/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	874						86							
108	219	320	320	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	875						86							
108	219	321	321	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	876						86							
109	220	322	322	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	877													
109	220	322	322	0.0	0	0	Spanner	3/4	2	1	0																42	42
109	220	322	322	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	878												42	42
109	220	323	323	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	879												42	42
109	220	324	324	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	880												42	42
110	221	325	325	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	881						87							
110	221	1303/4	1303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	882						87							
110	221	326	326	1.75	1/4	1/4	Chord	3/4	1	1	7/16		1/4	7/4	883						87							
110	221	1311/4	1311/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	884						87							
110	221	325	325	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	885													
110	221	326	326	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	886													
110	221	325	325	0.0	0	0	Spanner	3/4	2	1	0																	
110	221	325	325	0.0	0	0	Chord	3/4	2	1	0	acciaccatura	1/8	1	887													
110	221	325	325	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	888						88							
110	221	1303/4	1303/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	889						88							
110	221	326	326	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	890						88							
110	221	979/3	979/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	891						88							
110	221	980/3	980/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	892						88							
110	221	327	327	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	893						88							
110	221	655/2	655/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	894						88							
111	222	328	328	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	895						87							
111	222	1315/4	1315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	896						87							
111	222	329	329	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	897						87							
111	222	328	328	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	898													
111	222	328	328	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	899						88							
111	222	1315/4	1315/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	900						88							
111	222	329	329	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12		1/8	2/3	901						88							
111	222	988/3	988/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12		1/8	2/3	902						88							
111	222	989/3	989/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12		1/8	2/3	903						88							
111	222	330	330	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	904						88							
111	222	661/2	661/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	905						88							
112	223	331	331	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	906						87							
112	223	1327/4	1327/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	907						87							
112	223	332	332	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	908						87							
112	223	333	333	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	909						87							
112	223	331	331	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	910						88							
112	223	1327/4	1327/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	911						88							
112	223	332	332	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	912						88							
112	223	333	333	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	913						88							
113	224	334	334	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	914													
113	224	335	335	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	915													
113	224	334	334	0.0	0	0	Spanner	3/4	2	1	0																43	43
113	224	334	334	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	916												43	43
113	224	335	335	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	917												43	43
113	224	337	337	0.0	3/4	3/4	Spanner	3/4	2	1	0																	
