mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
58	57	687/4	687/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	470									10				
58	57	170	170	0.0	1/4	1/4	Spanner	3/4	2	1	0																40	40
58	57	170	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	471												40	40
58	57	171	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	472												40	40
59	58	172	172	0.0	0	0	Spanner	3/4	1	1	0																	
59	58	172	172	0.0	0	0	Spanner	3/4	1	1	0															6		
59	58	172	172	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	473											6		
59	58	345/2	345/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	474							56				6		
59	58	173	173	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	475											6		
59	58	347/2	347/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	476							57				6		
59	58	521/3	521/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	477							57				6		
59	58	1043/6	1043/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	478							57				6		
59	58	174	174	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	479							57				6		
59	58	349/2	349/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	480							57				6		
59	58	172	172	0.0	0	0	Spanner	3/4	2	1	0																	
59	58	172	172	0.0	0	0	Spanner	3/4	2	1	0																41	41
59	58	172	172	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	481												41	41
59	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	482												41	41
59	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	483												41	41
60	59	175	175	0.0	0	0	Spanner	3/4	1	1	0											57						
60	59	175	175	0.0	0	0	Spanner	3/4	1	1	0											57				7		
60	59	175	175	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	484							57				7		
60	59	176	176	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	485							57				7		
60	59	353/2	353/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	486							57				7		
60	59	177	177	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	487											7		
60	59	711/4	711/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	488							58				7		
60	59	175	175	0.0	0	0	Spanner	3/4	2	1	0																	
60	59	175	175	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	489							59						
60	59	176	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	490							59						
60	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	491							59						
61	60	178	178	0.0	0	0	Spanner	3/4	1	1	0											58						
61	60	178	178	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	492							58						
61	60	357/2	357/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	493							58						
61	60	179	179	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	494													
61	60	719/4	719/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	495							60						
61	60	180	180	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	496		articAccentBelow					60						
61	60	178	178	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	497							59						
61	60	179	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	498							59						
61	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	499													
62	61	181	181	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	500							60						
62	61	182	182	0.0	1/4	1/4	Spanner	3/4	1	1	0													11				
62	61	182	182	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	501									11				
62	61	731/4	731/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	502							61		11				
62	61	183	183	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	503									11				
62	61	735/4	735/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	504							62		11				
62	61	182	182	0.0	1/4	1/4	Spanner	3/4	2	1	0																42	42
62	61	182	182	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	505												42	42
62	61	183	183	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	506												42	42
63	62	184	184	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	507							62		11				
63	62	369/2	369/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	508							62		11				
63	62	185	185	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	509							62		11				
63	62	371/2	371/2	0.0	3/8	3/8	Spanner	3/4	1	1	0											62						
63	62	371/2	371/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	510							62						
63	62	186	186	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	511		articAccentBelow											
63	62	747/4	747/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	512							63						
63	62	185	185	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	513													
63	62	184	184	0.0	0	0	Spanner	3/4	2	1	0																	
63	62	184	184	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	514													
63	62	185	185	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	515													
63	62	186	186	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	516													
64	63	187	187	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	517							63						
64	63	188	188	0.0	1/4	1/4	Spanner	3/4	1	1	0											63		12				
64	63	188	188	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	518							63		12				
64	63	565/3	565/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	519							63		12				
64	63	566/3	566/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	520							63		12				
64	63	189	189	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	521									12				
64	63	759/4	759/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	522							64		12				
64	63	188	188	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	523									12				
64	63	187	187	0.0	0	0	Spanner	3/4	2	1	0																43	43
64	63	187	187	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	524												43	43
64	63	188	188	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	525												43	43
64	63	189	189	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	526												43	43
65	64	190	190	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	527							64		12				
65	64	381/2	381/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	528							64		12				
65	64	191	191	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	529							64		12				
65	64	383/2	383/2	0.0	3/8	3/8	Spanner	3/4	1	1	0											64						
65	64	383/2	383/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	530							64						
65	64	192	192	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	531		articAccentBelow											
65	64	191	191	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	532													
65	64	190	190	0.0	0	0	Spanner	3/4	2	1	0																	
65	64	190	190	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	533													
65	64	191	191	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	534													
65	64	192	192	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	535							65						
65	64	385/2	385/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	536							65						
66	65	193	193	0.0	0	0	Spanner	3/4	1	1	0															8		
66	65	193	193	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	537							66				8		
66	65	389/2	389/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	538							66				8		
66	65	195	195	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	539							66				8		
66	65	391/2	391/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	540							66				8		
66	65	194	194	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	541											8		
66	65	195	195	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	542											8		
66	65	193	193	0.0	0	0	Spanner	3/4	2	1	0																44	44
66	65	193	193	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	543												44	44
66	65	194	194	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	544												44	44
66	65	195	195	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	545												44	44
67	66	196	196	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	546							66				8		
67	66	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	547							66				8		
67	66	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	548							66				8		
67	66	197	197	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	549							66				8		
67	66	395/2	395/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	550							66				8		
67	66	198	198	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	551							66				8		
67	66	397/2	397/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	552							66				8		
67	66	197	197	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	553											8		
67	66	198	198	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	554											8		
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0																	
67	66	196	196	0.0	0	0	Spanner	3/4	2	1	0																45	45
67	66	196	196	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	555												45	45
67	66	197	197	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	556												45	45
67	66	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	557												45	45
68	67	199	199	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	558							66				8		
68	67	401/2	401/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	559							66				8		
68	67	201	201	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	560							66				8		
68	67	403/2	403/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	561							66				8		
68	67	200	200	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	562											8		
68	67	201	201	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	563											8		
68	67	199	199	0.0	0	0	Spanner	3/4	2	1	0																	
68	67	199	199	0.0	0	0	Spanner	3/4	2	1	0																46	46
68	67	199	199	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	564												46	46
68	67	200	200	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	565												46	46
68	67	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	566												46	46
69	68	202	202	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	567							66				8		
69	68	607/3	607/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	568							66				8		
69	68	608/3	608/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	569							66				8		
69	68	203	203	0.0	1/4	1/4	Spanner	3/4	1	1	0											66						
69	68	203	203	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	570							66						
69	68	407/2	407/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	571							66						
69	68	204	204	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	572													
69	68	203	203	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	573													
69	68	204	204	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	574		articAccentBelow											
69	68	202	202	0.0	0	0	Spanner	3/4	2	1	0																	
69	68	202	202	0.0	0	0	Spanner	3/4	2	1	0																47	47
69	68	202	202	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	575												47	47
69	68	203	203	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	576												47	47
69	68	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	577												47	47
70	69	205	205	0.0	0	0	Spanner	3/4	1	1	0															9		
70	69	205	205	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	578							67				9		
70	69	413/2	413/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	579							67				9		
70	69	207	207	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	580							67				9		
70	69	415/2	415/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	581							67				9		
70	69	206	206	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	582											9		
70	69	207	207	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	583											9		
70	69	205	205	0.0	0	0	Spanner	3/4	2	1	0																	
70	69	205	205	0.0	0	0	Spanner	3/4	2	1	0																48	48
70	69	205	205	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	584												48	48
70	69	206	206	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	585												48	48
70	69	207	207	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	586												48	48
71	70	208	208	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	587							67				9		
71	70	625/3	625/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	588							67				9		
71	70	626/3	626/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	589							67				9		
71	70	209	209	0.0	1/4	1/4	Spanner	3/4	1	1	0											67						
71	70	209	209	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	590							67						
71	70	419/2	419/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	591							67						
71	70	210	210	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	592							67						
71	70	421/2	421/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	593							67						
71	70	209	209	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	594													
71	70	210	210	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	595		articAccentBelow											
71	70	208	208	0.0	0	0	Spanner	3/4	2	1	0																	
71	70	208	208	0.0	0	0	Spanner	3/4	2	1	0																49	49
71	70	208	208	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	596												49	49
71	70	209	209	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	597												49	49
71	70	210	210	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	598												49	49
72	71	211	211	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	599													
72	71	212	212	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	600							68						
72	71	425/2	425/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	601							68						
72	71	213	213	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	602							68						
72	71	427/2	427/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	603							68						
72	71	211	211	0.0	0	0	Dynamic	3/4	1	2	0					sf												
72	71	211	211	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	604													
72	71	212	212	0.0	1/4	1/4	Dynamic	3/4	1	2	0					p												
72	71	212	212	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	605													
72	71	213	213	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	606													
72	71	211	211	0.0	0	0	Spanner	3/4	2	1	0																	
72	71	211	211	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	607													
72	71	212	212	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	608													
72	71	213	213	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	609													
73	72	214	214	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	610							68						
73	72	643/3	643/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	611							68						
73	72	644/3	644/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	612							68						
73	72	215	215	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	613							68						
73	72	431/2	431/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	614							68						
73	72	216	216	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	615							68						
73	72	433/2	433/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	616							68						
73	72	214	214	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	617													
73	72	215	215	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	618													
73	72	216	216	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	619													
73	72	214	214	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	620													
73	72	215	215	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	621													
73	72	216	216	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	622													
74	73	217	217	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	623							68						
74	73	435/2	435/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	624							68						
74	73	218	218	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	625							68						
74	73	437/2	437/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	626							68						
74	73	219	219	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	627							68						
74	73	439/2	439/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	628							68						
74	73	217	217	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	629													
74	73	218	218	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	630													
74	73	219	219	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	631													
74	73	217	217	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	632													
74	73	218	218	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	633													
74	73	219	219	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	634													
75	74	220	220	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	635							68						
75	74	661/3	661/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	636							68						
75	74	662/3	662/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	637							68						
75	74	221	221	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	638							68						
75	74	443/2	443/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	639							68						
75	74	222	222	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	640													
75	74	220	220	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	641													
75	74	221	221	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	642													
75	74	222	222	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	643		articAccentBelow											
75	74	220	220	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	644													
75	74	221	221	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	645													
75	74	222	222	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	646													
76	75	223	223	0.0	0	0	Dynamic	3/4	1	1	0					f												
76	75	223	223	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	647							69						
76	75	449/2	449/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	648							69						
76	75	225	225	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	649							69						
76	75	451/2	451/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	650							69						
76	75	224	224	0.0	1/4	1/4	Spanner	3/4	1	2	0															10		
76	75	224	224	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	651											10		
76	75	225	225	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	652											10		
76	75	223	223	0.0	0	0	Spanner	3/4	2	1	0																50	50
76	75	223	223	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	653												50	50
76	75	224	224	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	654												50	50
76	75	225	225	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	655												50	50
77	76	226	226	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	656							69				10		
77	76	679/3	679/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	657							69				10		
77	76	680/3	680/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	658							69				10		
77	76	227	227	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	659							69				10		
77	76	455/2	455/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	660							69				10		
77	76	228	228	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	661							69				10		
77	76	457/2	457/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	662							69				10		
77	76	226	226	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	663											10		
77	76	227	227	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	664											10		
77	76	228	228	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	665											10		
77	76	226	226	0.0	0	0	Spanner	3/4	2	1	0																	
77	76	226	226	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	666													
77	76	227	227	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	667													
77	76	228	228	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	668													
78	77	229	229	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	669							69				10		
78	77	461/2	461/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	670							69				10		
78	77	231	231	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	671							69				10		
78	77	463/2	463/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	672							69				10		
78	77	229	229	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	673											10		
78	77	230	230	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	674											10		
78	77	231	231	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	675											10		
78	77	229	229	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	676													
78	77	230	230	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	677													
78	77	231	231	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	678													
79	78	232	232	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	679							69				10		
79	78	697/3	697/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	680							69						
79	78	698/3	698/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	681							69						
79	78	233	233	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	682							69						
79	78	467/2	467/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	683							69						
79	78	234	234	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	684							69						
79	78	232	232	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	685													
79	78	697/3	697/3	0.0	1/12	1/12	Spanner	3/4	1	2	0																	
79	78	233	233	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	686													
79	78	234	234	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	687		articAccentBelow											
79	78	232	232	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	688													
79	78	233	233	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	689													
79	78	234	234	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	690													
80	79	235	235	0.0	0	0	Spanner	3/4	1	1	0											69				11		
80	79	235	235	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	691							69				11		
80	79	473/2	473/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	692							69				11		
80	79	237	237	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	693							69				11		
80	79	475/2	475/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	694							69				11		
80	79	235	235	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	695											11		
80	79	236	236	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	696											11		
80	79	237	237	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	697											11		
80	79	235	235	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	698													
80	79	236	236	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	699													
80	79	237	237	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	700													
81	80	238	238	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	701							69				11		
81	80	715/3	715/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	702							69				11		
81	80	716/3	716/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	703							69				11		
81	80	239	239	0.0	1/4	1/4	Spanner	3/4	1	1	0											69						
81	80	239	239	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	704							69						
81	80	479/2	479/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	705							69						
81	80	240	240	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	706							69						
81	80	481/2	481/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	707							69						
81	80	238	238	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	708													
81	80	239	239	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	709													
81	80	240	240	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	710													
81	80	238	238	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	711													
81	80	239	239	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	712													
81	80	240	240	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	713		articAccentAbove											
82	81	241	241	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	714													
82	81	242	242	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	715							70						
82	81	485/2	485/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	716							70						
82	81	243	243	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	717							70						
82	81	487/2	487/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	718							70						
82	81	241	241	0.0	0	0	Dynamic	3/4	1	2	0					sf												
82	81	241	241	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	719													
82	81	242	242	0.0	1/4	1/4	Dynamic	3/4	1	2	0					p												
82	81	242	242	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	720													
82	81	243	243	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	721													
82	81	241	241	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	722													
