mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.	crescendo_line	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8va
49	46	138	138	0.0	1/2	1/2	Dynamic	3/4	1	1	0					fz														
49	46	138	138	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	478															
49	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	479		articAccentAbove													
49	46	136	136	0.0	0	0	Spanner	3/4	2	1	0											46								
49	46	136	136	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	480							46								
49	46	138	138	0.0	1/2	1/2	Spanner	3/4	2	1	0																	20	20	
49	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	481		articAccentBelow											20	20	
49	46	136	136	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	482													20	20	
49	46	273/2	273/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	483													20	20	
49	46	137	137	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	484													20	20	
50	47	139	139	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	485															
50	47	139	139	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	486															
50	47	279/2	279/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	487															
50	47	279/2	279/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	488															
50	47	140	140	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	489															
50	47	140	140	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	490															
50	47	141	141	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	491															
50	47	141	141	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	492															
50	47	139	139	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	493		articStaccatoBelow											20	20	
50	47	279/2	279/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	494		articStaccatoBelow											20	20	
50	47	141	141	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	495		articAccentAbove					47						20	20	
50	47	140	140	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	496													20	20	
51	48	142	142	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	497															
51	48	142	142	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	498		articStaccatissimoAbove													
51	48	143	143	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fz														
51	48	143	143	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	499		articAccentBelow													
51	48	142	142	0.0	0	0	Spanner	3/4	2	1	0											47								
51	48	142	142	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	500							47, 48								
51	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	501							47, 48								
51	48	143	143	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	502															
51	48	144	144	0.0	1/2	1/2	Spanner	3/4	2	1	0																	21	21	
51	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	503		articAccentAbove											21	21	
51	48	142	142	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	504													21	21	
52	49	145	145	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	505															
52	49	145	145	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	506															
52	49	291/2	291/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	507															
52	49	291/2	291/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	508															
52	49	146	146	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	509															
52	49	146	146	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	510															
52	49	147	147	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	511															
52	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	512															
52	49	145	145	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	513		articStaccatoBelow											21	21	
52	49	291/2	291/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	514		articStaccatoBelow											21	21	
52	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	515		articAccentAbove					49						21	21	
52	49	146	146	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	516													21	21	
53	50	148	148	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	517															
53	50	148	148	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	518															
53	50	297/2	297/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	519															
53	50	297/2	297/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	520															
53	50	149	149	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	521															
53	50	149	149	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	522															
53	50	150	150	0.0	1/2	1/2	Dynamic	3/4	1	1	0					fz														
53	50	150	150	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	523															
53	50	150	150	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	524		articAccentAbove													
53	50	148	148	0.0	0	0	Spanner	3/4	2	1	0											49								
53	50	148	148	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	525							49								
53	50	150	150	0.0	1/2	1/2	Spanner	3/4	2	1	0																	22	22	
53	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	526		articAccentAbove											22	22	
53	50	148	148	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	527							50						22	22	
53	50	297/2	297/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	528							50						22	22	
53	50	149	149	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	529													22	22	
54	51	151	151	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	530															
54	51	151	151	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	531															
54	51	303/2	303/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	532															
54	51	303/2	303/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	533															
54	51	152	152	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	534															
54	51	152	152	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	535															
54	51	153	153	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	536															
54	51	153	153	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	537															
54	51	151	151	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	538		articStaccatoBelow											22	22	
54	51	303/2	303/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	539		articStaccatoBelow											22	22	
54	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	540		articAccentAbove					51						22	22	
54	51	152	152	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	541													22	22	
55	52	154	154	0.0	0	0	Spanner	3/4	1	1	0																			1
55	52	154	154	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	542															1
55	52	154	154	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	543		articStaccatoAbove													1
55	52	309/2	309/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																			
55	52	155	155	0.0	1/4	1/4	Dynamic	3/4	1	1	0					fz														
55	52	155	155	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	544		articAccentAbove													
55	52	154	154	0.0	0	0	Spanner	3/4	2	1	0											51								
55	52	154	154	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	545							51, 52								
55	52	309/2	309/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	546							51, 52								
55	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	547							51								
55	52	156	156	0.0	1/2	1/2	Spanner	3/4	2	1	0																	23	23	
55	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	548		articAccentBelow											23	23	
55	52	154	154	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	549													23	23	
56	53	157	157	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	550															
56	53	157	157	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	551															
56	53	315/2	315/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	552															
56	53	315/2	315/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	553															
56	53	158	158	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	554															
56	53	158	158	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	555															
56	53	159	159	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	556															
56	53	159	159	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	557															
56	53	157	157	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	558		articStaccatoBelow											23	23	
56	53	315/2	315/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	559		articStaccatoBelow											23	23	
56	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	560		articAccentAbove					53						23	23	
56	53	158	158	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	561													23	23	
57	54	160	160	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	562															
57	54	160	160	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	563															
57	54	321/2	321/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	564															
57	54	321/2	321/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	565															
57	54	161	161	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	566															
57	54	161	161	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	567															
57	54	162	162	0.0	1/2	1/2	Dynamic	3/4	1	1	0					fz														
57	54	162	162	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	568															
57	54	162	162	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	569		articAccentAbove													
57	54	160	160	0.0	0	0	Spanner	3/4	2	1	0											53								
57	54	160	160	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	570							53								
57	54	162	162	0.0	1/2	1/2	Spanner	3/4	2	1	0																	24	24	
57	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	571		articAccentBelow											24	24	
57	54	160	160	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	572							54						24	24	
57	54	321/2	321/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	573							54						24	24	
57	54	161	161	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	574													24	24	
58	55	163	163	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	575															
58	55	163	163	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	576															
58	55	327/2	327/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	577															
58	55	327/2	327/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	578															
58	55	164	164	0.0	1/4	1/4	Spanner	3/4	1	1	0															12				
58	55	164	164	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	579											12				
58	55	164	164	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	580											12				
58	55	165	165	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	581											12				
58	55	165	165	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	582											12				
58	55	163	163	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	583		articStaccatoBelow											24	24	
58	55	327/2	327/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	584		articStaccatoBelow											24	24	
58	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	585		articAccentAbove											24	24	
58	55	164	164	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	586													24	24	
59	56	166	166	0.0	0	0	StaffText	3/4	1	1	0							riten.												
59	56	166	166	0.0	0	0	Spanner	3/4	1	1	0																			
59	56	166	166	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	587															
59	56	166	166	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	588		articAccentAbove													
59	56	333/2	333/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	589															
59	56	333/2	333/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	590		articAccentAbove													
59	56	167	167	0.0	1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	1	591															
59	56	167	167	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	592		articAccentAbove													
59	56	168	168	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	593															
59	56	168	168	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	594		articAccentBelow													
59	56	166	166	0.0	0	0	Spanner	3/4	2	1	0																			
59	56	166	166	0.0	0	0	Spanner	3/4	2	1	0																	25	25	
59	56	166	166	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	595							55						25	25	
59	56	167	167	0.0	1/4	1/4	Spanner	3/4	2	1	0																	25, 26	25, 26	
59	56	167	167	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	596													25, 26	25, 26	
60	57	169	169	0.0	0	0	StaffText	3/4	1	1	0							a tempo												
60	57	169	169	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	597							56								
60	57	508/3	508/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	598							56								
60	57	509/3	509/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	599							56								
60	57	170	170	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	600							56								
60	57	341/2	341/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	601							56								
60	57	171	171	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	602							56								
60	57	687/4	687/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	603							56								
60	57	169	169	0.0	0	0	Spanner	3/4	2	1	0																			
60	57	169	169	0.0	0	0	Spanner	3/4	2	1	0																			
60	57	169	169	0.0	0	0	Spanner	3/4	2	1	0																	27	27	
60	57	169	169	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	604													27	27	
60	57	170	170	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	605													27	27	
60	57	171	171	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	606													27	27	
61	58	172	172	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	607															
61	58	691/4	691/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	608							57								
61	58	173	173	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	609															
61	58	174	174	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	610		articAccentAbove					58								
61	58	174	174	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	611															
61	58	172	172	0.0	0	0	Spanner	3/4	2	1	0																			
61	58	172	172	0.0	0	0	Spanner	3/4	2	1	0																	28	28	
61	58	172	172	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	612													28	28	
61	58	173	173	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	613													28	28	
61	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	614													28	28	
62	59	175	175	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	615							58								
62	59	526/3	526/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	616							58								
62	59	527/3	527/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	617							58								
62	59	176	176	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	618							58								
62	59	353/2	353/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	619							58								
62	59	177	177	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	620							58								
62	59	711/4	711/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	621							58								
62	59	175	175	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	622															
62	59	176	176	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	623															
62	59	177	177	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	624		articAccentBelow													
62	59	175	175	0.0	0	0	Spanner	3/4	2	1	0																			
62	59	175	175	0.0	0	0	Spanner	3/4	2	1	0																	29	29	
62	59	175	175	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	625													29	29	
62	59	176	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	626													29	29	
62	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	627													29	29	
63	60	178	178	0.0	0	0	Spanner	3/4	1	1	0															13				
63	60	178	178	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	628											13				
63	60	715/4	715/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	629							59				13				
63	60	179	179	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	630											13				
63	60	180	180	0.0	1/2	1/2	Spanner	3/4	1	1	0																			
63	60	180	180	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	631															
63	60	178	178	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	632															
63	60	179	179	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	633															
63	60	180	180	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	634		articAccentBelow													
63	60	178	178	0.0	0	0	Spanner	3/4	2	1	0																			
63	60	178	178	0.0	0	0	Spanner	3/4	2	1	0																	30	30	
63	60	178	178	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	635													30	30	
63	60	179	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	636													30	30	
63	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	637													30	30	
64	61	181	181	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	638							60								
64	61	544/3	544/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	639							60								
64	61	545/3	545/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	640							60								
64	61	182	182	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	641							60								
64	61	731/4	731/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	642							60, 61								
64	61	183	183	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	643		articAccentBelow													
64	61	181	181	0.0	0	0	StaffText	3/4	2	1	0							legato												
64	61	181	181	0.0	0	0	Spanner	3/4	2	1	0																			
64	61	181	181	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	644															
64	61	183	183	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	645															
64	61	181	181	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	646															
64	61	182	182	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	647															
65	62	184	184	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	648							62								
65	62	553/3	553/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	649							62								
65	62	554/3	554/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	650							62								
65	62	185	185	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	651							62								
65	62	743/4	743/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	652							62, 63								
65	62	186	186	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	653		articAccentBelow													
65	62	184	184	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	654															
65	62	186	186	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	655															
65	62	184	184	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	656															
65	62	185	185	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	657															
66	63	187	187	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	658							64								
66	63	562/3	562/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	659							64								
66	63	563/3	563/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	660							64								
66	63	188	188	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	661							64								
66	63	755/4	755/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	662							64								
66	63	189	189	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	663															
66	63	187	187	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	664															
66	63	189	189	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	665		articAccentAbove													
66	63	187	187	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	666															
66	63	188	188	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	667															
67	64	190	190	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	668							65								
67	64	571/3	571/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	669							65								
67	64	572/3	572/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	670							65								
67	64	191	191	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	671							65, 66								
67	64	383/2	383/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	672							65, 66								
67	64	192	192	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	673															
67	64	190	190	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	674															
67	64	192	192	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	675															
67	64	190	190	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	676															
67	64	191	191	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	677															
68	65	193	193	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	678							67								
68	65	580/3	580/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	679							67								
68	65	581/3	581/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	680							67								
68	65	194	194	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	681							67								
68	65	389/2	389/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	682							67								
68	65	195	195	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	683							67								
68	65	783/4	783/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	684							67								
68	65	193	193	0.0	0	0	Spanner	3/4	2	1	0																	31	31	
68	65	193	193	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	685													31	31	
68	65	194	194	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	686													31	31	
68	65	195	195	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	687													31	31	
69	66	196	196	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	688															
69	66	787/4	787/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	689							68								
69	66	197	197	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	690															
69	66	198	198	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	691		articAccentAbove													
69	66	198	198	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	692															
69	66	196	196	0.0	0	0	Spanner	3/4	2	1	0																			
69	66	196	196	0.0	0	0	Spanner	3/4	2	1	0																	32	32	
69	66	196	196	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	693													32	32	
69	66	197	197	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	694													32	32	
69	66	198	198	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	695													32	32	
70	67	199	199	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	696							69								
70	67	598/3	598/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	697							69								
70	67	599/3	599/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	698							69								
70	67	200	200	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	699							69								
70	67	401/2	401/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	700							69								
70	67	201	201	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	701							69								
70	67	807/4	807/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	702							69								
70	67	199	199	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	703															
70	67	200	200	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	704															
70	67	201	201	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	705		articAccentBelow													
70	67	199	199	0.0	0	0	Spanner	3/4	2	1	0																			
70	67	199	199	0.0	0	0	Spanner	3/4	2	1	0																	33	33	
70	67	199	199	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	706													33	33	
70	67	200	200	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	707													33	33	
70	67	201	201	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	708													33	33	
71	68	202	202	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	709															
71	68	811/4	811/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	710							70								
71	68	203	203	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	711		articStaccatissimoAbove													
71	68	204	204	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	712															
71	68	202	202	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	713							71								
71	68	203	203	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	714															
71	68	204	204	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	715															
71	68	202	202	0.0	0	0	Spanner	3/4	2	1	0																			
71	68	202	202	0.0	0	0	Spanner	3/4	2	1	0																	34	34	
71	68	202	202	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	716							72						34	34	
71	68	203	203	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	717													34	34	
71	68	204	204	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	718													34	34	
72	69	205	205	0.0	0	0	Dynamic	3/4	1	1	0					p														
72	69	205	205	0.0	0	0	Spanner	3/4	1	1	0																4			
72	69	205	205	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	719							73					4			
72	69	411/2	411/2	0.0	1/8	1/8	StaffText	3/4	1	1	0							riten.				73					4			
72	69	411/2	411/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	720							73					4			
