mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_hairpin	decrescendo_hairpin	crescendo_line	pedal	Pedal_<sym>keyboardPedalPed</sym>
53	53	156	156	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	471		articAccentAbove							67						
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	472									67						
53	53	158	158	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	473									67						
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	474									67						
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	475									67						
53	53	157	157	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	476															
53	53	158	158	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	477															
53	53	156	156	0.0	0	0	Spanner	3/4	2	1	0																		38	38
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	478		articAccentBelow												38	38
53	53	157	157	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	479														38	38
53	53	158	158	0.0	1/2	1/2	Spanner	3/4	2	1	0																			
53	53	158	158	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	480															
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	481															
53	53	157	157	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	482															
54	54	159	159	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	483									67						
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	484									67						
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	485															
54	54	161	161	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	486									69						
54	54	159	159	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	487															
54	54	160	160	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	488															
54	54	159	159	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	489															
54	54	160	160	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	490															
54	54	161	161	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	491															
55	55	162	162	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	492															
55	55	651/4	651/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	493									70						
55	55	163	163	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	494									70						
55	55	490/3	490/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	495									70						
55	55	491/3	491/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	496									70						
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	497									70						
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	498									70						
55	55	162	162	0.0	0	0	Spanner	3/4	2	1	0																		39	39
55	55	162	162	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	499														39	39
55	55	163	163	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	500														39	39
55	55	164	164	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	501														39	39
56	56	165	165	0.0	0	0	StaffText	3/4	1	1	0							leggiero												
56	56	165	165	0.0	0	0	Spanner	3/4	1	1	0																4			
56	56	165	165	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	502												4			
56	56	165	165	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	503												4			
56	56	663/4	663/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	504									71			4			
56	56	166	166	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	505												4			
56	56	667/4	667/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	506									72			4			
56	56	167	167	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	507												4			
56	56	671/4	671/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	508									73			4			
56	56	165	165	0.0	0	0	Spanner	3/4	2	1	0																			
56	56	165	165	0.0	0	0	Spanner	3/4	2	1	0																		40	40
56	56	165	165	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	509														40	40
56	56	166	166	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	510														40	40
57	57	168	168	0.0	0	0	Spanner	3/4	1	1	0													73						
57	57	168	168	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	511									73						
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	512									73						
57	57	170	170	0.0	1/2	1/2	Chord	3/4	1	1	0	acciaccatura	1/8	1	513									73						
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	514									73						
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	515									73						
57	57	169	169	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	516															
57	57	170	170	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	517															
57	57	168	168	0.0	0	0	Spanner	3/4	2	1	0																			
57	57	168	168	0.0	0	0	Spanner	3/4	2	1	0																		41	41
57	57	168	168	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	518														41	41
57	57	169	169	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	519									74					41	41
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	520									74					41	41
57	57	170	170	0.0	1/2	1/2	Spanner	3/4	2	1	0													74						
57	57	170	170	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	521									74						
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	522															
58	58	171	171	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	523									73						
58	58	343/2	343/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	524									73						
58	58	172	172	0.0	1/4	1/4	Spanner	3/4	1	1	0															8				
58	58	172	172	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	525											8				
58	58	173	173	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	526									75		8				
58	58	171	171	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	527											8				
58	58	172	172	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	528											8				
58	58	171	171	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	529															
58	58	172	172	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	530															
58	58	173	173	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	531															
59	59	174	174	0.0	0	0	Spanner	3/4	1	1	0																			
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	532															
59	59	699/4	699/4	0.0	3/16	3/16	Spanner	3/4	1	1	0																	2		
59	59	699/4	699/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	533									76				2		
59	59	175	175	0.0	1/4	1/4	Spanner	3/4	1	1	0													76						
59	59	175	175	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	534									76						
59	59	526/3	526/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	535									76						
59	59	527/3	527/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	536									76						
59	59	176	176	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	537									76						
59	59	707/4	707/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	538									76						
59	59	174	174	0.0	0	0	Spanner	3/4	2	1	0																		42	42
59	59	174	174	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	539														42	42
59	59	175	175	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	540														42	42
59	59	176	176	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	541														42	42
60	60	177	177	0.0	0	0	Dynamic	3/4	1	1	0					f														
60	60	177	177	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	542															
60	60	178	178	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	543		articAccentAbove													
60	60	177	177	0.0	0	0	Spanner	3/4	2	1	0																			
60	60	177	177	0.0	0	0	Spanner	3/4	2	1	0																		43	43
60	60	177	177	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	544														43	43
60	60	178	178	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	545														43	43
60	60	180	180	0.0	3/4	3/4	Spanner	3/4	2	1	0																			
