mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	TextLine	TextLine_poco stretto	TextLine_slentando	Trill:trill
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	470							82										
62	62	735/4	735/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	471							82										
62	62	184	184	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	472							82										
62	62	185	185	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	473							82										
62	62	183	183	0.0	0	0	Spanner	3/4	2	1	0																					
62	62	183	183	0.0	0	0	Spanner	3/4	2	1	0																44	44				
62	62	183	183	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	474		articStaccatoBelow										44	44				
62	62	735/4	735/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	475							92					44	44				
62	62	184	184	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	476												44	44				
62	62	185	185	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	477												44	44				
63	63	186	186	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	478							82										
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	479							82										
63	63	187	187	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	480							82										
63	63	188	188	0.0	1/2	1/2	Spanner	3/4	1	1	0											82		0								
63	63	188	188	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	481							82		0								
63	63	187	187	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	482		articAccentBelow							0								
63	63	186	186	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	483												44	44				
63	63	747/4	747/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	484												44	44				
63	63	187	187	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	485												44	44				
63	63	187	187	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	486												44	44				
63	63	188	188	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	487												44	44				
64	64	189	189	0.0	0	0	Spanner	3/4	1	1	0											82										
64	64	189	189	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	488							82										
64	64	759/4	759/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	489							82										
64	64	190	190	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	490							82										
64	64	191	191	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	491							82										
64	64	190	190	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	492		articAccentBelow															
64	64	189	189	0.0	0	0	Spanner	3/4	2	1	0																					
64	64	189	189	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	493																	
64	64	759/4	759/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	494																	
64	64	190	190	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	495																	
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	496																	
64	64	191	191	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	497																	
65	65	192	192	0.0	0	0	StaffText	3/4	1	1	0							con anima				82										
65	65	192	192	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	498		articAccentAbove					82										
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	499		ornamentShortTrill					82										
65	65	194	194	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	500							82										
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	501							82										
65	65	192	192	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	502																	
65	65	193	193	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	503																	
65	65	194	194	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	504																	
65	65	192	192	0.0	0	0	Spanner	3/4	2	1	0																45	45				
65	65	192	192	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	505												45	45				
65	65	193	193	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	506												45	45				
65	65	194	194	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	507												45	45				
66	66	195	195	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	508							82										
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	509							82										
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	510							82										
66	66	195	195	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	511																	
66	66	196	196	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	512																	
66	66	197	197	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	513																	
66	66	195	195	0.0	0	0	Spanner	3/4	2	1	0																					
66	66	195	195	0.0	0	0	Spanner	3/4	2	1	0																46	46				
66	66	195	195	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	514												46	46				
66	66	196	196	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	515												46	46				
66	66	197	197	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	516												46	46				
67	67	198	198	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	517							82										
67	67	399/2	399/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	518							82										
67	67	200	200	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	519							82										
67	67	803/4	803/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	520							82										
67	67	198	198	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	521																	
67	67	199	199	0.0	1/4	1/4	Spanner	3/4	1	2	0														3							
67	67	199	199	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	522										3							
67	67	200	200	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	523										3							
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0																					
67	67	198	198	0.0	0	0	Spanner	3/4	2	1	0																47	47				
67	67	198	198	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	524		articStaccatoBelow										47	47				
67	67	199	199	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	525												47	47				
67	67	200	200	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	526												47	47				
68	68	201	201	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	527							82			3							
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	528										3							
68	68	201	201	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	529										3							
68	68	202	202	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	530										3							
68	68	203	203	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	531										3							
68	68	201	201	0.0	0	0	Spanner	3/4	2	1	0																					
68	68	201	201	0.0	0	0	Spanner	3/4	2	1	0																48	48				
68	68	201	201	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	532		articStaccatoBelow										48	48				
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	533												48	48				
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	534												48	48				
69	69	204	204	0.0	0	0	Spanner	3/4	1	1	0													1								
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	535							93		1								
69	69	409/2	409/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	536							93		1								
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	537							93		1								
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	538									1								
69	69	204	204	0.0	0	0	Spanner	3/4	1	2	0													1								
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	539									1								
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	540									1								
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0																					
69	69	204	204	0.0	0	0	Spanner	3/4	2	1	0																49	49				
69	69	204	204	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	541		articStaccatoBelow										49	49				
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	542												49	49				
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	543												49	49				
70	70	207	207	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	544		articAccentAbove					94		1								
70	70	417/2	417/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	545							94		1								
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	546							94		1								
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	547									1								
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	548									1								
70	70	207	207	0.0	0	0	Spanner	3/4	2	1	0																					
70	70	207	207	0.0	0	0	Spanner	3/4	2	1	0																50	50				
70	70	207	207	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	549		articStaccatoBelow										50	50				
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	550												50	50				
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	551												50	50				
71	71	210	210	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	552							94		1								
71	71	423/2	423/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	553							94		1								
71	71	212	212	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	554							94		1								
71	71	851/4	851/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	555							94		1								
71	71	210	210	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	556									1								
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	557									1								
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	558									1								
71	71	210	210	0.0	0	0	Spanner	3/4	2	1	0																					
71	71	210	210	0.0	0	0	Spanner	3/4	2	1	0																51	51				
71	71	210	210	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	559		articStaccatoBelow										51	51				
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	560												51	51				
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	561												51	51				
72	72	213	213	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	562							94		1								
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	563							94		1								
72	72	213	213	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	564									1								
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	565									1								
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	566									1								
72	72	213	213	0.0	0	0	Spanner	3/4	2	1	0																					
72	72	213	213	0.0	0	0	Spanner	3/4	2	1	0																52	52				
72	72	213	213	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	567		articStaccatoBelow										52	52				
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	568												52	52				
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	569												52	52				
73	73	216	216	0.0	0	0	Dynamic	3/4	1	1	0					ff																
73	73	216	216	0.0	0	0	Spanner	3/4	1	1	0																					
73	73	216	216	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	570																	
73	73	867/4	867/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	571							95										
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	572							95										
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	573							95										
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0																					
73	73	216	216	0.0	0	0	Spanner	3/4	2	1	0																53	53				
73	73	216	216	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	574		articStaccatoBelow										53	53				
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	575												53	53				
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	576												53	53				
74	74	219	219	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	577		articStaccatoAbove															
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	578																	
74	74	220	220	0.0	1/4	1/4	StaffText	3/4	1	1	0							ten.														
74	74	220	220	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	579		articAccentAbove					96										
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																					
74	74	219	219	0.0	0	0	Spanner	3/4	2	1	0																54	54				
74	74	219	219	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	580		articStaccatoBelow										54	54				
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	581												54	54				
74	74	220	220	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	582												54	54				
75	75	222	222	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	583							96										
75	75	891/4	891/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	584							96										
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	585							96										
75	75	224	224	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	586							96										
75	75	899/4	899/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	587							96										
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																					
75	75	222	222	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	588		articStaccatoBelow															
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	589																	
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	590		articStaccatoBelow															
76	76	225	225	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	591																	
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	592																	
76	76	226	226	0.0	1/4	1/4	StaffText	3/4	1	1	0							ten.														
76	76	226	226	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	593		articAccentAbove															
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0																55	55				
76	76	225	225	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	594												55	55				
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	595												55	55				
76	76	226	226	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	596		articAccentBelow										55	55				
77	77	228	228	0.0	0	0	Dynamic	3/4	1	1	0					p																
77	77	228	228	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	597																	
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	598																	
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	599							97										
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	600		articStaccatoBelow															
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																					
77	77	228	228	0.0	0	0	Spanner	3/4	2	1	0																56	56				
77	77	228	228	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	601		articStaccatoBelow										56	56				
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	602							98					56	56				
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	603							98					56	56				
77	77	230	230	0.0	1/2	1/2	Spanner	3/4	2	1	0																					
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	604																	
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	605							99										
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	606							99										
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	607																	
78	78	231	231	0.0	0	0	Spanner	3/4	2	1	0																57	57				
78	78	231	231	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	608		articStaccatoBelow										57	57				
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	609							100					57	57				
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	610							100					57	57				
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	611												57	57				
79	79	234	234	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	612																	
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	613							101										
79	79	235	235	0.0	1/4	1/4	Spanner	3/4	1	1	0											101				1						
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	614							101				1						
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	615							101				1						
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																					
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0																58	58				
79	79	234	234	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	616		articStaccatoBelow										58	58				
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	617												58	58				
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	618												58	58				
80	80	237	237	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	619							101				1						
80	80	237	237	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	620							101				1						
80	80	239	239	0.0	1/2	1/2	Spanner	3/4	1	1	0																					
80	80	239	239	0.0	1/2	1/2	Spanner	3/4	1	1	0														4							
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	621										4							
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																					
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																59	59				
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	622												59	59				
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	623												59	59				
80	80	237	237	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	624												59	59				
81	81	240	240	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	625							102			4							
81	81	241	241	0.0	1/4	1/4	Spanner	3/4	1	1	0											102										
81	81	483/2	483/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	626		ornamentShortTrill					102										
81	81	242	242	0.0	1/2	1/2	Tempo	3/4	1	1	0								stretto	172.0	1.0	102										
81	81	242	242	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	627							102										
81	81	485/2	485/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	628							102										
81	81	240	240	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	629																	
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	630																	
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	631																	
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																					
81	81	240	240	0.0	0	0	Spanner	3/4	2	1	0																60	60				
81	81	240	240	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	632		articStaccatoBelow										60	60				
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	633												60	60				
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	634												60	60				
82	82	243	243	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	635							102										
82	82	489/2	489/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	636							102										
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	637																	
82	82	243	243	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	638																	
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	639																	
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	640																	
82	82	243	243	0.0	0	0	Spanner	3/4	2	1	0																					
82	82	243	243	0.0	0	0	Spanner	3/4	2	1	0																61	61				
82	82	243	243	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	641		articStaccatoBelow										61	61				
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	642												61	61				
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	643												61	61				
83	83	246	246	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	644							103										
83	83	495/2	495/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	645							103										
83	83	248	248	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	646							103										
83	83	995/4	995/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	647							103										
83	83	246	246	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	648																	
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	649																	
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	650																	
83	83	246	246	0.0	0	0	Spanner	3/4	2	1	0																					
83	83	246	246	0.0	0	0	Spanner	3/4	2	1	0																62	62				
83	83	246	246	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	651		articStaccatoBelow										62	62				
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	652												62	62				
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	653												62	62				
84	84	249	249	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	654							103										
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	655																	
84	84	249	249	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	656																	
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	657																	
84	84	251	251	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	658																	
84	84	249	249	0.0	0	0	Spanner	3/4	2	1	0																					
84	84	249	249	0.0	0	0	Spanner	3/4	2	1	0																63	63				
84	84	249	249	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	659		articStaccatoBelow										63	63				
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	660												63	63				
84	84	251	251	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	661												63	63				
85	85	252	252	0.0	0	0	Spanner	3/4	1	1	0													2								
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	662							104		2								
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	663		ornamentShortTrill					104		2								
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	664							104		2								
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	665							104		2								
85	85	253	253	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	666									2								
85	85	254	254	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	667									2								
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0																					
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0																64	64				
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	668		articStaccatoBelow										64	64				
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	669												64	64				
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	670												64	64				
86	86	255	255	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	671							104		2								
86	86	513/2	513/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	672							104		2								
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	673							104		2								
86	86	256	256	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	674									2								
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	675									2								
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																					
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																65	65				
86	86	255	255	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	676		articStaccatoBelow										65	65				
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	677												65	65				
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	678												65	65				
87	87	258	258	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	679							104		2								
87	87	519/2	519/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	680							104		2								
87	87	260	260	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	681							104		2								
87	87	1043/4	1043/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	682							104		2								
87	87	258	258	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	683									2								
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	684									2								
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	685									2								
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																					
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																66	66				
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	686		articStaccatoBelow										66	66				
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	687												66	66				
87	87	260	260	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	688												66	66				
88	88	261	261	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	689							104		2								
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	690							104		2								
88	88	261	261	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	691									2								
88	88	262	262	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	692									2								
88	88	263	263	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	693									2								
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																					
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0																67	67				
88	88	261	261	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	694		articStaccatoBelow										67	67				
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	695												67	67				
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	696												67	67				
89	89	264	264	0.0	0	0	Dynamic	3/4	1	1	0					ff																
89	89	264	264	0.0	0	0	Spanner	3/4	1	1	0																					
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	697		articStaccatoAbove															
89	89	1059/4	1059/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	698							105										
89	89	265	265	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	699							105										
89	89	266	266	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	700							105										
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																					
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																68	68				
