mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0																55	55
92	92	273	273	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	759												55	55
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	760												55	55
92	92	275	275	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	761												55	55
93	93	276	276	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	762							32						
93	93	555/2	555/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	763							32						
93	93	278	278	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	764							32						
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	765							32						
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0																	
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0																56	56
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	766												56	56
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	767												56	56
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	768												56	56
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	769							32						
94	94	559/2	559/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	770							32						
94	94	280	280	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	771							32						
94	94	561/2	561/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	772							32						
94	94	281	281	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	773							32						
94	94	563/2	563/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	774							32						
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0																	
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0																57	57
94	94	279	279	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	775												57	57
94	94	280	280	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	776												57	57
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	777												57	57
95	95	282	282	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	778							32						
95	95	565/2	565/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	779							32						
95	95	283	283	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	780							32						
95	95	567/2	567/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	781							32						
95	95	284	284	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	782							32						
95	95	569/2	569/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	783							32						
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0																	
95	95	282	282	0.0	0	0	Spanner	3/4	2	1	0																58	58
95	95	282	282	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	784												58	58
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	785												58	58
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	786												58	58
96	96	285	285	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	787													
96	96	1143/4	1143/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	788							33						
96	96	286	286	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	789													
96	96	573/2	573/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	790							34						
96	96	287	287	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	791							34						
96	96	575/2	575/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	792							34						
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0																59	59
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0																59	59
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	793												59	59
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	794												59	59
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	795												59	59
97	97	288	288	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	796							34						
97	97	579/2	579/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	797							34						
97	97	290	290	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	798		ornamentShortTrill					34						
97	97	581/2	581/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	799							34						
97	97	289	289	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	800													
97	97	290	290	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	801													
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0																	
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0																60	60
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	802												60	60
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	803												60	60
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	804												60	60
98	98	291	291	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	805							34						
98	98	583/2	583/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	806							34						
98	98	292	292	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	807		ornamentShortTrill					34						
98	98	585/2	585/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	808							34						
98	98	293	293	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	809							34						
98	98	587/2	587/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	810							34						
98	98	291	291	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	811													
98	98	292	292	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	812													
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	813													
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0																	
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0																61	61
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	814												61	61
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	815												61	61
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	816												61	61
99	99	294	294	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	817		ornamentShortTrill					34						
99	99	589/2	589/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	818							34						
99	99	295	295	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	819							34						
99	99	591/2	591/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	820							34						
99	99	296	296	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	821		ornamentShortTrill					34						
99	99	593/2	593/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	822							34						
99	99	294	294	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	823													
99	99	295	295	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	824													
99	99	296	296	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	825													
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0																	
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0																62	62
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	826												62	62
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	827												62	62
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	828												62	62
100	100	297	297	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	829													
100	100	1191/4	1191/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	830							35						
100	100	298	298	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	831							35						
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	832													
100	100	297	297	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	833													
100	100	298	298	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	834													
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	835													
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0																	
100	100	297	297	0.0	0	0	Spanner	3/4	2	1	0																63	63
100	100	297	297	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	836												63	63
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	837												63	63
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	838												63	63
101	101	300	300	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	839							36						
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	840							36						
101	101	302	302	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	841		ornamentShortTrill					36						
101	101	605/2	605/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	842							36						
101	101	300	300	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	843													
101	101	301	301	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	844													
101	101	302	302	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	845													
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0																	
101	101	300	300	0.0	0	0	Spanner	3/4	2	1	0																64	64
101	101	300	300	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	846												64	64
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	847												64	64
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	848												64	64
102	102	303	303	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	849													
102	102	607/2	607/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	850		articAccentAbove					37						
102	102	304	304	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	851		articAccentAbove					37						
102	102	609/2	609/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	852		articAccentAbove					37						
102	102	305	305	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	853							37						
102	102	611/2	611/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	854							37						
102	102	303	303	0.0	0	0	Spanner	3/4	2	1	0																	
102	102	303	303	0.0	0	0	Spanner	3/4	2	1	0																65	65
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	855												65	65
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	856												65	65
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	857												65	65
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	858													
103	103	1227/4	1227/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	859		ornamentShortTrill											
103	103	307	307	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	860													
103	103	615/2	615/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	861													
103	103	308	308	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	862													
103	103	1235/4	1235/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	863							38						
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0																	
103	103	306	306	0.0	0	0	Spanner	3/4	2	1	0																66	66
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	864												66	66
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	865												66	66
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	866												66	66
104	104	309	309	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	867							38						
104	104	1239/4	1239/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	868		ornamentShortTrill					38						
104	104	310	310	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	869							38						
104	104	1243/4	1243/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	870							38						
104	104	311	311	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	871													
104	104	1247/4	1247/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	872							39						
104	104	311	311	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	873		articAccentBelow											
104	104	309	309	0.0	0	0	Spanner	3/4	2	1	0																	
104	104	309	309	0.0	0	0	Spanner	3/4	2	1	0																67	67
104	104	309	309	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	874												67	67
104	104	310	310	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	875												67	67
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	876												67	67
105	105	312	312	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	877							39						
105	105	1251/4	1251/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	878							39						
105	105	313	313	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	879							39						
105	105	1255/4	1255/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	880							39						
105	105	314	314	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	881							39						
105	105	1259/4	1259/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	882							39						
105	105	312	312	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	883													
105	105	313	313	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	884													
105	105	314	314	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	885		articAccentBelow											
105	105	312	312	0.0	0	0	Spanner	3/4	2	1	0																	
105	105	312	312	0.0	0	0	Spanner	3/4	2	1	0																68	68
105	105	312	312	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	886												68	68
105	105	313	313	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	887												68	68
105	105	314	314	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	888												68	68
106	106	315	315	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	889													
106	106	1263/4	1263/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	890							40						
106	106	316	316	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	891							40						
106	106	1267/4	1267/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	892							40						
106	106	317	317	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	893							40						
106	106	1271/4	1271/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	894							40						
106	106	315	315	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	895													
106	106	316	316	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	896													
106	106	317	317	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	897		articAccentBelow											
106	106	315	315	0.0	0	0	Spanner	3/4	2	1	0																	
106	106	315	315	0.0	0	0	Spanner	3/4	2	1	0																69	69
106	106	315	315	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	898												69	69
106	106	316	316	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	899												69	69
106	106	317	317	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	900												69	69
107	107	318	318	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	901													
107	107	637/2	637/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	902		ornamentShortTrill					41						
107	107	319	319	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	903							41						
107	107	1279/4	1279/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	904							41						
107	107	320	320	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	905													
107	107	1283/4	1283/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	906							42						
107	107	319	319	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	907													
107	107	320	320	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	908		articAccentBelow											
107	107	318	318	0.0	0	0	Spanner	3/4	2	1	0																	
107	107	318	318	0.0	0	0	Spanner	3/4	2	1	0																70	70
107	107	318	318	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	909												70	70
107	107	319	319	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	910												70	70
107	107	320	320	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	911												70	70
108	108	321	321	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	912							42						
108	108	643/2	643/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	913		ornamentShortTrill					42						
108	108	322	322	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	914							42						
108	108	1291/4	1291/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	915							42						
108	108	323	323	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	916													
108	108	1295/4	1295/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	917							43						
108	108	322	322	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	918													
108	108	323	323	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	919													
108	108	321	321	0.0	0	0	Spanner	3/4	2	1	0																	
108	108	321	321	0.0	0	0	Spanner	3/4	2	1	0																71	71
108	108	321	321	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	920												71	71
108	108	322	322	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	921												71	71
108	108	323	323	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	922		articAccentAbove										71	71
109	109	324	324	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	923							43						
109	109	1299/4	1299/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	924							43						
109	109	325	325	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	925							43						
109	109	1303/4	1303/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	926							43						
109	109	326	326	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	927							43						
109	109	1307/4	1307/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	928							43						
109	109	325	325	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	929													
109	109	326	326	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	930		articAccentBelow											
109	109	324	324	0.0	0	0	Spanner	3/4	2	1	0																	
109	109	324	324	0.0	0	0	Spanner	3/4	2	1	0																72	72
109	109	324	324	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	931												72	72
109	109	325	325	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	932												72	72
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	933												72	72
110	110	327	327	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	934													
110	110	1311/4	1311/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	935							44						
110	110	328	328	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	936							44						
110	110	1315/4	1315/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	937							44						
110	110	329	329	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	938							44						
110	110	1319/4	1319/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	939													
110	110	328	328	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	940													
110	110	329	329	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	941		articAccentBelow											
110	110	327	327	0.0	0	0	Spanner	3/4	2	1	0																	
110	110	327	327	0.0	0	0	Spanner	3/4	2	1	0																73	73
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	942												73	73
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	943												73	73
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	944												73	73
111	111	330	330	0.0	0	0	Spanner	3/4	1	1	0													5				
111	111	1323/4	1323/4	0.0	3/16	3/16	Spanner	3/4	1	1	0																	
111	111	1323/4	1323/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	945							45						
111	111	331	331	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	946							45						
111	111	1327/4	1327/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	947							45						
111	111	332	332	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	948							45						
111	111	1331/4	1331/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	949							45						
111	111	331	331	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	950													
111	111	332	332	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	951		articAccentBelow											
111	111	330	330	0.0	0	0	Spanner	3/4	2	1	0																	
111	111	330	330	0.0	0	0	Spanner	3/4	2	1	0																74	74
111	111	330	330	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	952												74	74
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	953												74	74
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	954												74	74
112	112	333	333	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	955							45						
112	112	1335/4	1335/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	956							45						
112	112	334	334	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	957							45						
112	112	1339/4	1339/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	958							45						
112	112	335	335	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	959													
112	112	334	334	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	960													
112	112	335	335	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	961		articAccentBelow											
112	112	333	333	0.0	0	0	Spanner	3/4	2	1	0																	
112	112	333	333	0.0	0	0	Spanner	3/4	2	1	0																75	75
112	112	333	333	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	962												75	75
112	112	334	334	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	963												75	75
112	112	335	335	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	964												75	75
113	113	336	336	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	965													
113	113	1347/4	1347/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	966							46						
113	113	337	337	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	967							46						
113	113	1351/4	1351/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	968							46						
113	113	338	338	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	969							46						
113	113	1355/4	1355/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	970							46						
113	113	337	337	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	971													
113	113	338	338	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	972		articAccentBelow											
113	113	336	336	0.0	0	0	Spanner	3/4	2	1	0																	
113	113	336	336	0.0	0	0	Spanner	3/4	2	1	0																76	76
113	113	336	336	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	973												76	76
113	113	337	337	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	974												76	76
113	113	338	338	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	975												76	76
114	114	339	339	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	976							46						
114	114	1359/4	1359/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	977							46						
114	114	340	340	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	978							46						
114	114	1363/4	1363/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	979							46						
114	114	341	341	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	980							46						
114	114	1367/4	1367/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	981							46						
114	114	340	340	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	982													
114	114	341	341	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	983		articAccentBelow											
114	114	339	339	0.0	0	0	Spanner	3/4	2	1	0																	
114	114	339	339	0.0	0	0	Spanner	3/4	2	1	0																77	77
114	114	339	339	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	984												77	77
114	114	340	340	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	985												77	77
114	114	341	341	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	986												77	77
115	115	342	342	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	987													
115	115	1371/4	1371/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	988							47						
115	115	343	343	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	989							47						
115	115	1375/4	1375/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	990							47						
115	115	344	344	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	991							47						
115	115	1379/4	1379/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	992							47						
115	115	343	343	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	993													
115	115	344	344	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	994		articAccentBelow											
115	115	342	342	0.0	0	0	Spanner	3/4	2	1	0																	
115	115	342	342	0.0	0	0	Spanner	3/4	2	1	0																78	78
115	115	342	342	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	995												78	78
115	115	343	343	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	996												78	78
115	115	344	344	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	997												78	78
116	116	345	345	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	998							47						
116	116	1383/4	1383/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	999							47						
116	116	346	346	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1000							47						
116	116	1387/4	1387/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1001							47						
116	116	347	347	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1002													
116	116	346	346	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1003													
116	116	347	347	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1004		articAccentBelow											
116	116	345	345	0.0	0	0	Spanner	3/4	2	1	0																	
116	116	345	345	0.0	0	0	Spanner	3/4	2	1	0																79	79
116	116	345	345	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1005												79	79
116	116	346	346	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1006												79	79
116	116	347	347	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
116	116	347	347	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1007													
