mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	pedal
53	51	613/4	625/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	454		ornamentTrill											
53	51	605/4	617/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	455													
53	51	609/4	621/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	456													
53	51	613/4	625/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	457													
54	52	617/4	629/4	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	458													
54	52	617/4	629/4	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	459													
54	52	156	159	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	460									68				
54	52	625/4	637/4	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	461									68				
54	52	157	160	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	462									68				
54	52	617/4	629/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	463													
55	53	629/4	641/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	464									69				
55	53	158	161	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	465									69				
55	53	633/4	645/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	466									69				
55	53	637/4	649/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	467													
55	53	637/4	649/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	468													
55	53	637/4	649/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	469		ornamentTrill											
55	53	629/4	641/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	470													
55	53	633/4	645/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	471													
55	53	637/4	649/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	472		articAccentAbove											
56	54	641/4	653/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	473									70				
56	54	161	164	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	474									70				
56	54	645/4	657/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	475									70				
56	54	649/4	661/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	476													
56	54	649/4	661/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	477													
56	54	649/4	661/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	478		ornamentTrill											
56	54	641/4	653/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	479													
56	54	645/4	657/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	480													
56	54	649/4	661/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	481		articAccentAbove											
57	55	653/4	665/4	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	482									71				
57	55	657/4	669/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	483									71				
57	55	661/4	673/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	484													
57	55	653/4	665/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	485													
57	55	657/4	669/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	486													
57	55	661/4	673/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	487		articAccentAbove											
58	56	665/4	677/4	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	488													
58	56	665/4	677/4	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	489													
58	56	665/4	677/4	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	490													
58	56	665/4	677/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	491													
58	56	669/4	681/4	0.0		1/4	1/4	StaffText	3/4	2	1	0							rit.										
58	56	669/4	681/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	492									72				
58	56	673/4	685/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	493													
59	57	677/4	689/4	0.0		0	0	StaffText	3/4	1	1	0							a tempo										
59	57	677/4	689/4	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	494													
59	57	677/4	689/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	495									73				
59	57	170	173	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	496									73				
59	57	681/4	693/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	497									73				
59	57	685/4	697/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	498													
59	57	685/4	697/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	499													
59	57	685/4	697/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	500		ornamentTrill											
59	57	677/4	689/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	501													
59	57	681/4	693/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	502													
59	57	685/4	697/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	503													
60	58	689/4	701/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	504									74				
60	58	173	176	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	505									74				
60	58	693/4	705/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	506									74				
60	58	697/4	709/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	507									74				
60	58	689/4	701/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	508													
60	58	693/4	705/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	509													
60	58	697/4	709/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	510													
61	59	701/4	713/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	511									75				
61	59	176	179	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	512									75				
61	59	705/4	717/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	513									75				
61	59	709/4	721/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	514													
61	59	709/4	721/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	515													
61	59	709/4	721/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	516		ornamentTrill											
61	59	701/4	713/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	517													
61	59	705/4	717/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	518													
61	59	709/4	721/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	519													
62	60	713/4	725/4	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	520		articStaccatissimoBelow							76				
62	60	179	182	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	521									76, 77				
62	60	717/4	729/4	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	522		articStaccatissimoBelow							76				
62	60	180	183	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	523									76, 78				
62	60	721/4	733/4	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	524		articStaccatissimoBelow							76				
62	60	181	184	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	525									79				
62	60	713/4	725/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	526													
62	60	717/4	729/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	527													
62	60	721/4	733/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	528													
63	61	725/4	737/4	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	529		articStaccatissimoAbove							80				
63	61	182	185	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	530									80, 81				
63	61	729/4	741/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	531									80				
63	61	733/4	745/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	532													
63	61	733/4	745/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	533													
63	61	733/4	745/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	534		ornamentTrill											
63	61	725/4	737/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	535													
63	61	729/4	741/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	536													
63	61	733/4	745/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	537													
64	62	737/4	749/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	538									82				
64	62	185	188	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	539									82				
64	62	741/4	753/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	540									82				
64	62	745/4	757/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	541									82				
64	62	737/4	749/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	542													
64	62	741/4	753/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	543													
64	62	745/4	757/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	544													
65	63	749/4	761/4	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	545									83				
65	63	188	191	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	546									83				
65	63	753/4	765/4	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	547									83				
65	63	757/4	769/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	548													
65	63	757/4	769/4	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	549													
65	63	757/4	769/4	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	550		ornamentTrill											
65	63	749/4	761/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	551													
65	63	753/4	765/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	552													
65	63	757/4	769/4	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	553													
66	64	761/4	773/4	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	554													
66	64	761/4	773/4	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	555													
66	64	761/4	773/4	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	556													
66	64	765/4	777/4	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	557													
