mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
97	95	853/3	862/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	982							75						
97	95	854/3	863/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	983							75						
97	95	285	288	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	984							75						
97	95	571/2	577/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	985													
97	95	284	287	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	986													
97	95	285	288	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	987		articAccentBelow											
97	95	283	286	0.0		0	0	Spanner	3/4	2	1	0																	
97	95	283	286	0.0		0	0	Spanner	3/4	2	1	0												95	95				
97	95	283	286	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	988		articStaccatoBelow						95	95				
97	95	284	287	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	989								95	95				
97	95	285	288	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	990								95	95				
98	96	286	289	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	991		articAccentAbove											
98	96	287	290	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	992													
98	96	288	291	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	993		articAccentAbove											
98	96	286	289	0.0		0	0	Spanner	3/4	2	1	0																	
98	96	286	289	0.0		0	0	Spanner	3/4	2	1	0												96	96				
98	96	286	289	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	994								96	96				
98	96	287	290	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	995								96	96				
98	96	288	291	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	996								96	96				
99	97	289	292	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	997							76						
99	97	579/2	585/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	998							76						
99	97	290	293	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	999							76						
99	97	581/2	587/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1000							76						
99	97	291	294	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1001							76						
99	97	583/2	589/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1002							76						
99	97	289	292	0.0		0	0	Dynamic	3/4	1	2	0					pp												
99	97	289	292	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	1003													
99	97	290	293	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1004													
99	97	291	294	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1005													
99	97	289	292	0.0		0	0	Spanner	3/4	2	1	0																	
99	97	289	292	0.0		0	0	Spanner	3/4	2	1	0												97	97				
99	97	289	292	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1006								97	97				
99	97	290	293	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1007								97	97				
99	97	291	294	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1008								97	97				
100	98	292	295	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1009							76						
100	98	292	295	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1010							76						
100	98	292	295	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1011							76						
100	98	293	296	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1012							76						
100	98	587/2	593/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1013							76						
100	98	294	297	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1014							76						
100	98	589/2	595/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1015													
100	98	293	296	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1016													
100	98	294	297	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1017													
100	98	292	295	0.0		0	0	Spanner	3/4	2	1	0																	
100	98	292	295	0.0		0	0	Spanner	3/4	2	1	0												98	98				
100	98	292	295	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1018								98	98				
100	98	293	296	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1019								98	98				
100	98	294	297	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1020								98	98				
101	99	295	298	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1021							77						
101	99	591/2	597/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1022							77						
101	99	296	299	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1023							77						
101	99	889/3	898/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1024							77						
101	99	890/3	899/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1025							77						
101	99	297	300	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1026							77						
101	99	595/2	601/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1027													
101	99	296	299	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1028													
101	99	297	300	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1029													
101	99	295	298	0.0		0	0	Spanner	3/4	2	1	0																	
101	99	295	298	0.0		0	0	Spanner	3/4	2	1	0												99	99				
101	99	295	298	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1030								99	99				
101	99	296	299	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1031								99	99				
101	99	297	300	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1032								99	99				
102	100	298	301	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1033		articAccentAbove					78						
102	100	300	303	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1034													
102	100	299	302	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1035													
102	100	300	303	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1036													
102	100	298	301	0.0		0	0	Spanner	3/4	2	1	0																	
102	100	298	301	0.0		0	0	Spanner	3/4	2	1	0												100	100				
102	100	298	301	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1037								100	100				
102	100	299	302	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1038								100	100				
102	100	300	303	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1039								100	100				
103	101	301	304	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1040							79						
103	101	603/2	609/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1041							79						
103	101	302	305	0.0		1/4	1/4	Spanner	3/4	1	1	0											79					1	
103	101	302	305	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1042							79					1	
103	101	605/2	611/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1043							79					1	
103	101	303	306	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1044							79					1	
103	101	607/2	613/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1045							79					1	
103	101	302	305	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1046												1	
103	101	303	306	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1047												1	
103	101	301	304	0.0		0	0	Spanner	3/4	2	1	0																	
103	101	301	304	0.0		0	0	Spanner	3/4	2	1	0												101	101				
103	101	301	304	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1048		articStaccatoBelow						101	101				
103	101	302	305	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1049								101	101				
103	101	303	306	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1050								101	101				
104	102	304	307	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1051							79					1	
104	102	304	307	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1052							79					1	
104	102	304	307	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1053							79					1	
104	102	305	308	0.0		1/4	1/4	Spanner	3/4	1	1	0											79				1		
104	102	305	308	0.0		1/4	1/4	Spanner	3/4	1	1	0											79				1		
104	102	305	308	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1054							79				1		
104	102	611/2	617/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1055							79				1		
104	102	306	309	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1056							79				1		
104	102	613/2	619/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1057											1		
104	102	305	308	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1058											1		
104	102	306	309	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1059											1		
104	102	304	307	0.0		0	0	Spanner	3/4	2	1	0												102	102				
104	102	304	307	0.0		0	0	Spanner	3/4	2	1	0												102	102				
104	102	304	307	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1060		articStaccatoBelow						102	102				
104	102	305	308	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1061								102	102				
104	102	306	309	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1062								102	102				
105	103	307	310	0.0		0	0	Spanner	3/4	1	1	0																	
105	103	307	310	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1063							80						
105	103	615/2	621/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1064							80						
105	103	308	311	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1065							80						
105	103	925/3	934/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1066							80						
105	103	926/3	935/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1067							80						
105	103	309	312	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1068							80						
105	103	619/2	625/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1069													
105	103	308	311	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1070													
105	103	309	312	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1071													
105	103	307	310	0.0		0	0	Spanner	3/4	2	1	0																	
105	103	307	310	0.0		0	0	Spanner	3/4	2	1	0												103	103				
105	103	307	310	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1072		articStaccatoBelow						103	103				
105	103	308	311	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1073								103	103				
105	103	309	312	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1074								103	103				
106	104	310	313	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1075		articAccentAbove											
106	104	311	314	1.0		1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	1076													
106	104	312	315	1.0		1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	1077							81						
106	104	310	313	0.0		0	0	Spanner	3/4	2	1	0																	
106	104	310	313	0.0		0	0	Spanner	3/4	2	1	0												104	104				
106	104	310	313	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1078		articStaccatoBelow						104	104				
106	104	311	314	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1079								104	104				
106	104	312	315	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1080								104	104				
107	105	313	316	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1081							82						
107	105	627/2	633/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1082							82						
107	105	314	317	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1083							82						
107	105	629/2	635/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1084							82						
107	105	315	318	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1085							82						
107	105	631/2	637/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1086							82						
107	105	313	316	0.0		0	0	Dynamic	3/4	1	2	0					ff												
107	105	313	316	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	1087													
107	105	314	317	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1088													
107	105	315	318	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1089		articAccentBelow											
107	105	313	316	0.0		0	0	Spanner	3/4	2	1	0																	
107	105	313	316	0.0		0	0	Spanner	3/4	2	1	0												105	105				
107	105	313	316	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1090								105	105				
107	105	314	317	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1091								105	105				
107	105	315	318	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1092								105	105				
108	106	316	319	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1093							82						
108	106	316	319	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1094							82						
108	106	316	319	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1095							82						
108	106	317	320	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1096							82						
108	106	635/2	641/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1097							82						
108	106	318	321	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1098							82						
108	106	637/2	643/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1099													
108	106	317	320	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1100													
108	106	318	321	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1101		articAccentBelow											
108	106	316	319	0.0		0	0	Spanner	3/4	2	1	0																	
108	106	316	319	0.0		0	0	Spanner	3/4	2	1	0												106	106				
108	106	316	319	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1102								106	106				
108	106	317	320	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1103								106	106				
108	106	318	321	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1104								106	106				
109	107	319	322	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1105							83						
109	107	639/2	645/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1106							83						
109	107	320	323	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1107							83						
109	107	961/3	970/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1108							83						
109	107	962/3	971/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1109							83						
109	107	321	324	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1110							83						
109	107	643/2	649/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1111													
109	107	320	323	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1112													
109	107	321	324	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1113		articAccentBelow											
109	107	319	322	0.0		0	0	Spanner	3/4	2	1	0																	
109	107	319	322	0.0		0	0	Spanner	3/4	2	1	0												107	107				
109	107	319	322	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1114								107	107				
109	107	320	323	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1115								107	107				
109	107	321	324	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1116								107	107				
110	108	322	325	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1117		articAccentAbove					84						
110	108	324	327	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1118													
110	108	323	326	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1119													
110	108	324	327	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1120		articAccentBelow											
110	108	322	325	0.0		0	0	Spanner	3/4	2	1	0																	
110	108	322	325	0.0		0	0	Spanner	3/4	2	1	0												108	108				
110	108	322	325	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1121		articStaccatoBelow						108	108				
110	108	323	326	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1122								108	108				
110	108	324	327	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1123								108	108				
111	109	325	328	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1124							85						
111	109	651/2	657/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1125							85						
111	109	326	329	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1126							85						
111	109	653/2	659/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1127							85						
111	109	327	330	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1128							85						
111	109	655/2	661/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1129							85						
111	109	326	329	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1130													
111	109	327	330	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1131		articAccentBelow											
111	109	325	328	0.0		0	0	Spanner	3/4	2	1	0																	
111	109	325	328	0.0		0	0	Spanner	3/4	2	1	0												109	109				
111	109	325	328	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1132								109	109				
111	109	326	329	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1133								109	109				
111	109	327	330	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1134								109	109				
112	110	328	331	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1135							85						
112	110	328	331	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1136							85						
112	110	328	331	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1137							85						
112	110	329	332	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1138							85						
112	110	659/2	665/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1139							85						
112	110	330	333	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1140							85						
112	110	661/2	667/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1141													
112	110	329	332	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1142													
112	110	330	333	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1143		articAccentBelow											
112	110	328	331	0.0		0	0	Spanner	3/4	2	1	0																	
112	110	328	331	0.0		0	0	Spanner	3/4	2	1	0												110	110				
112	110	328	331	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1144		articStaccatoBelow						110	110				
112	110	329	332	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1145								110	110				
112	110	330	333	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1146								110	110				
113	111	331	334	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1147							86						
113	111	663/2	669/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1148							86						
113	111	332	335	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1149							86						
113	111	997/3	1006/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1150							86						
113	111	998/3	1007/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1151							86						
113	111	333	336	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1152							86						
113	111	667/2	673/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1153													
113	111	332	335	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1154													
113	111	333	336	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1155													
113	111	331	334	0.0		0	0	Spanner	3/4	2	1	0																	
113	111	331	334	0.0		0	0	Spanner	3/4	2	1	0												111	111				
113	111	331	334	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1156								111	111				
113	111	332	335	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1157								111	111				
113	111	333	336	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1158								111	111				
114	112	334	337	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1159		articAccentAbove											
114	112	335	338	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1160													
114	112	336	339	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1161		articAccentBelow											
114	112	334	337	0.0		0	0	Spanner	3/4	2	1	0																	
114	112	334	337	0.0		0	0	Spanner	3/4	2	1	0												112	112				
114	112	334	337	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1162								112	112				
114	112	335	338	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1163								112	112				
114	112	336	339	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1164								112	112				
115	113	337	340	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1165							87						
115	113	675/2	681/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1166							87						
115	113	338	341	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1167							87						
115	113	677/2	683/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1168							87						
115	113	339	342	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1169							87						
115	113	679/2	685/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1170							87						
115	113	337	340	0.0		0	0	Dynamic	3/4	1	2	0					pp												
115	113	337	340	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	1171													
115	113	338	341	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1172													
115	113	339	342	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1173													
115	113	337	340	0.0		0	0	Spanner	3/4	2	1	0																	
115	113	337	340	0.0		0	0	Spanner	3/4	2	1	0												113	113				
115	113	337	340	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1174								113	113				
115	113	338	341	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1175								113	113				
115	113	339	342	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1176								113	113				
116	114	340	343	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1177							87						
116	114	340	343	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1178							87						
116	114	340	343	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1179							87						
116	114	341	344	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1180							87						
116	114	683/2	689/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1181							87						
116	114	342	345	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1182							87						
116	114	685/2	691/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1183													
116	114	341	344	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1184													
116	114	342	345	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1185													
116	114	340	343	0.0		0	0	Spanner	3/4	2	1	0																	
116	114	340	343	0.0		0	0	Spanner	3/4	2	1	0												114	114				
116	114	340	343	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1186								114	114				
116	114	341	344	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1187								114	114				
116	114	342	345	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1188								114	114				
117	115	343	346	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1189							88						
117	115	687/2	693/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1190							88						
117	115	344	347	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	1191							88						
117	115	1033/3	1042/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	1192							88						
117	115	1034/3	1043/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	1193							88						
117	115	345	348	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1194							88						
117	115	691/2	697/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1195													
117	115	344	347	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1196													
117	115	345	348	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1197													
117	115	343	346	0.0		0	0	Spanner	3/4	2	1	0																	
117	115	343	346	0.0		0	0	Spanner	3/4	2	1	0												115	115				
117	115	343	346	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1198								115	115				
117	115	344	347	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1199								115	115				
117	115	345	348	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1200								115	115				
118	116	346	349	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1201		articAccentAbove					89						
118	116	348	351	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1202													
118	116	347	350	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1203													
118	116	348	351	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1204													
118	116	346	349	0.0		0	0	Spanner	3/4	2	1	0																	
118	116	346	349	0.0		0	0	Spanner	3/4	2	1	0												116	116				
118	116	346	349	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1205								116	116				
118	116	347	350	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1206								116	116				
118	116	348	351	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1207								116	116				
119	117	349	352	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1208							90						
119	117	699/2	705/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1209							90						
119	117	350	353	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1210							90						
119	117	701/2	707/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1211							90						
119	117	351	354	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1212							90						
119	117	703/2	709/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1213							90						
119	117	350	353	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1214													
119	117	351	354	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1215													
119	117	349	352	0.0		0	0	Spanner	3/4	2	1	0																	
119	117	349	352	0.0		0	0	Spanner	3/4	2	1	0												117	117				
119	117	349	352	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1216								117	117				
119	117	350	353	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1217								117	117				
119	117	351	354	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1218								117	117				
120	118	352	355	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1219							90						
120	118	352	355	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1220							90						
120	118	352	355	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1221							90						
120	118	353	356	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1222							90						
120	118	707/2	713/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1223							90						
