mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation
72	71	211	211	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	603	>		
72	71	212	212	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	604			
72	71	213	213	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	605			
72	71	212	212	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	606			
72	71	213	213	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	607			
72	71	211	211	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	608			
73	72	214	214	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	609			
73	72	216	216	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	610			
73	72	216	216	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	611			
73	72	214	214	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	612			
73	72	429/2	429/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	613			
73	72	215	215	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	614			
73	72	431/2	431/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	615			
73	72	216	216	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	616			
73	72	433/2	433/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	617			
74	73	217	217	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	618			
74	73	219	219	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	619			
74	73	217	217	0.0	0	0	Dynamic	3/4	1	2	0					p	
74	73	217	217	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	620			
74	73	217	217	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	621			
74	73	217	217	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	622			
74	73	871/4	871/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	623			
74	73	218	218	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	624			
74	73	219	219	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	625			
75	74	220	220	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	626			
75	74	883/4	883/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	627			
75	74	221	221	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	628			
75	74	222	222	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	629			
75	74	220	220	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	630			
75	74	220	220	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	631			
75	74	883/4	883/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	632			
75	74	221	221	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	633			
75	74	222	222	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	634			
76	75	223	223	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	635			
76	75	225	225	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	636			
76	75	225	225	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	637			
76	75	223	223	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	638			
76	75	225	225	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	639			
76	75	223	223	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	640			
76	75	895/4	895/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	641			
76	75	224	224	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	642			
76	75	225	225	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	643			
77	76	226	226	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	644			
77	76	907/4	907/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	645			
77	76	227	227	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	646			
77	76	228	228	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	647			
77	76	226	226	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	648			
77	76	226	226	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	649			
77	76	907/4	907/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	650			
77	76	227	227	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	651			
77	76	228	228	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	652			
78	77	229	229	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	653			
78	77	231	231	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	654			
78	77	229	229	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	655			
78	77	229	229	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	656			
78	77	229	229	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	657			
78	77	919/4	919/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	658			
78	77	230	230	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	659			
78	77	231	231	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	660			
79	78	232	232	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	661			
79	78	931/4	931/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	662			
79	78	233	233	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	663			
79	78	469/2	469/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	664			
79	78	233	233	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	665			
79	78	232	232	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	666			
79	78	233	233	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	667			
80	79	235	235	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	668			
80	79	943/4	943/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	669			
80	79	236	236	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	670			
80	79	237	237	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	671			
80	79	235	235	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	672			
80	79	236	236	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	673			
80	79	237	237	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	674			
80	79	235	235	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	675			
80	79	943/4	943/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	676			
80	79	236	236	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	677			
80	79	237	237	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	678			
80	79	235	235	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	679			
81	80	238	238	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	680			
81	80	955/4	955/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	681			
81	80	239	239	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	682			
81	80	240	240	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	683			
81	80	238	238	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	684			
81	80	955/4	955/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	685			
81	80	239	239	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	686			
81	80	240	240	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	687			
81	80	238	238	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	688			
82	81	241	241	0.0	0	0	Dynamic	3/4	1	1	0					f	
82	81	241	241	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	689			
82	81	243	243	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	690			
82	81	241	241	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	691			
82	81	967/4	967/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	692			
82	81	242	242	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	693			
82	81	243	243	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	694			
83	82	244	244	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	695			
83	82	979/4	979/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	696			
83	82	245	245	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	697			
83	82	246	246	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	698			
83	82	244	244	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	699			
83	82	246	246	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	700			
83	82	244	244	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	701			
83	82	979/4	979/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	702			
83	82	245	245	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	703			
83	82	491/2	491/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	704			
83	82	246	246	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	705			
84	83	247	247	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	706			
84	83	249	249	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	707			
84	83	247	247	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	708			
84	83	249	249	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	709			
84	83	247	247	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	710			
84	83	991/4	991/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	711			
84	83	248	248	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	712			
84	83	249	249	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	713			
85	84	250	250	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	714			
85	84	1003/4	1003/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	715			
85	84	251	251	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	716			
85	84	252	252	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	717			
85	84	250	250	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	718			
85	84	1003/4	1003/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	719			
85	84	251	251	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	720			
85	84	252	252	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	721			
85	84	250	250	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	722			
85	84	1003/4	1003/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	723			
85	84	251	251	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	724			
85	84	252	252	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	725			
86	85	253	253	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	726			
86	85	255	255	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	727			
86	85	253	253	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	728			
86	85	255	255	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	729			
86	85	253	253	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	730			
86	85	1015/4	1015/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	731			
86	85	254	254	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	732			
86	85	255	255	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	733			
87	86	256	256	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	734			
87	86	1027/4	1027/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	735			
87	86	257	257	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	736			
87	86	517/2	517/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	737			
87	86	256	256	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	738			
87	86	1027/4	1027/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	739			
87	86	257	257	1.5	1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	740			
87	86	517/2	517/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	741			
88	87	259	259	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	742			
88	87	1039/4	1039/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	743			
88	87	260	260	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	744			
88	87	261	261	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	745			
88	87	259	259	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	746			
88	87	1039/4	1039/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	747			
88	87	260	260	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	748			
88	87	261	261	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	749			articAccentAbove
89	88	262	262	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	750			
89	88	263	263	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f	
89	88	263	263	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	751			
89	88	527/2	527/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	752			
89	88	264	264	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	753			
89	88	529/2	529/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	754			
89	88	262	262	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	755			articAccentAbove
90	89	265	265	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	756			articAccentBelow
90	89	796/3	796/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	757			
90	89	797/3	797/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	758			
90	89	266	266	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	759			
90	89	267	267	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	760			
90	89	266	266	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	761			
90	89	267	267	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	762			
91	90	268	268	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	763			
91	90	269	269	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	764			
91	90	541/2	541/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	765			
91	90	269	269	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	766			
91	90	270	270	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	767			
92	91	271	271	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	768			
92	91	543/2	543/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	769			
92	91	272	272	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	770			
92	91	273	273	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	771			
92	91	272	272	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	772			
92	91	273	273	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	773			
93	92	274	274	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	774			
93	92	275	275	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	775			
93	92	276	276	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	776			
94	93	277	277	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	777			
94	93	1111/4	1111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	778			
94	93	278	278	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	779			
94	93	279	279	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	780			
94	93	278	278	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	781			
94	93	279	279	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	782			
95	94	280	280	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	783			articAccentBelow
95	94	281	281	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	784			
95	94	282	282	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	785			
96	95	283	283	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	786			
96	95	284	284	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	787			
96	95	285	285	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	788			
97	96	286	286	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	789			
97	96	573/2	573/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	790			
97	96	287	287	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	791			
97	96	288	288	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	792			
97	96	577/2	577/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	793			
97	96	287	287	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	794			
97	96	288	288	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	795			
98	97	289	289	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	796			
98	97	579/2	579/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	797			
98	97	290	290	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	798			
98	97	291	291	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	799			
98	97	290	290	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	800			
98	97	291	291	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	801			
99	98	292	292	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	802			
99	98	1171/4	1171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	803			
99	98	293	293	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	804			
99	98	294	294	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	805			
99	98	293	293	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	806			
99	98	294	294	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	807			
100	99	295	295	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	808			
100	99	591/2	591/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	809			
100	99	296	296	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	810			
100	99	297	297	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	811			
100	99	296	296	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	812			
100	99	297	297	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	813			
101	100	298	298	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	814			articAccentBelow
101	100	299	299	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	815			
101	100	300	300	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	816			
102	101	301	301	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	817			
102	101	1207/4	1207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	818			
102	101	302	302	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	819			
102	101	303	303	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	820			
102	101	302	302	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	821			
102	101	303	303	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	822			
103	102	304	304	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	823			articAccentBelow
103	102	305	305	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	824			
103	102	306	306	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	825			
104	103	307	307	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	826			
104	103	1231/4	1231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	827			
104	103	308	308	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	828			
104	103	617/2	617/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	829			
104	103	309	309	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	830			
104	103	619/2	619/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	831			
104	103	308	308	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	832			
104	103	309	309	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	833			
105	104	310	310	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	834			articAccentBelow
105	104	311	311	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	835			
105	104	312	312	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	836			
106	105	313	313	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	837			articAccentBelow
106	105	314	314	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	838			
106	105	315	315	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	839			
107	106	316	316	0.0	0	0	Dynamic	3/4	1	1	0					p	
107	106	316	316	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	840			
107	106	633/2	633/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	841			
107	106	317	317	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	842			
107	106	318	318	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	843			
107	106	637/2	637/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	844			
107	106	317	317	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	845			
107	106	318	318	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	846			
108	107	319	319	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	847			
108	107	639/2	639/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	848			
108	107	320	320	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	849			
108	107	321	321	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	850			
108	107	643/2	643/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	851			
108	107	320	320	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	852			
108	107	321	321	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	853			
109	108	322	322	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	854			
109	108	645/2	645/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	855			
109	108	323	323	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	856			
109	108	324	324	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	857			
109	108	323	323	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	858			
109	108	324	324	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	859			
110	109	325	325	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	860			
110	109	327	327	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	861			
110	109	326	326	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	862			
110	109	327	327	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	863			
111	110	328	328	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	864			
111	110	657/2	657/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	865			
111	110	329	329	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	866			
111	110	330	330	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	867			
111	110	661/2	661/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	868			
111	110	329	329	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	869			
111	110	330	330	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	870			
112	111	331	331	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	871			
112	111	663/2	663/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	872			
112	111	332	332	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	873			
112	111	333	333	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	874			
112	111	667/2	667/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	875			
112	111	332	332	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	876			
112	111	333	333	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	877			
113	112	334	334	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	878			
113	112	669/2	669/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	879			
113	112	335	335	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	880			
113	112	336	336	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	881			
113	112	335	335	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	882			
113	112	336	336	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	883			
114	113	337	337	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	884			
114	113	339	339	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	885			
114	113	338	338	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	886			
114	113	339	339	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	887			
115	114	340	340	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	888			
115	114	681/2	681/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	889			
115	114	341	341	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	890			
115	114	342	342	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	891			
115	114	341	341	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	892			
115	114	342	342	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	893			
116	115	343	343	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	894			
116	115	345	345	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	895			
116	115	344	344	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	896			
116	115	345	345	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	897			
117	116	346	346	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	898			
117	116	693/2	693/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	899			
117	116	347	347	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	900			
117	116	348	348	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	901			
117	116	347	347	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	902			
117	116	348	348	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	903			
118	117	349	349	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	904			
118	117	699/2	699/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	905			
