mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	decrescendo_hairpin	crescendo_hairpin
68	68	807/4	807/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	503			articStaccatoAbove										
68	68	202	202	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	504			articStaccatoAbove										
68	68	203	203	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	505								28					
69	69	204	204	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	506													
69	69	204	204	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	507													
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	508			articStaccatoBelow										
69	69	205	205	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	509			articStaccatoBelow										
69	69	206	206	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	510			articAccentBelow					29					
69	69	204	204	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	511													
69	69	819/4	819/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	512			articStaccatoAbove										
69	69	205	205	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	513			articStaccatoAbove										
69	69	206	206	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	514													
70	70	207	207	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	515													
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	516			articStaccatoBelow										
70	70	208	208	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	517			articStaccatoBelow										
70	70	209	209	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	518			articAccentBelow					30					
70	70	207	207	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	519													
70	70	831/4	831/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	520			articStaccatoAbove										
70	70	208	208	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	521			articStaccatoAbove										
70	70	209	209	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	522													
71	71	210	210	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	523													
71	71	210	210	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	524			articStaccatoAbove										
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	525			articStaccatoBelow										
71	71	211	211	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	526			articStaccatoBelow										
71	71	212	212	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	527								31					
71	71	210	210	0.0	0	0	Chord	3/4	1	2	0	acciaccatura	1/8	1	528													
71	71	210	210	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	529													
71	71	210	210	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	530													
71	71	843/4	843/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	531			articStaccatoBelow										
71	71	211	211	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	532			articStaccatoBelow										
71	71	212	212	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	533													
72	72	213	213	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	534													
72	72	855/4	855/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	535			articStaccatoBelow										
72	72	214	214	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	536			articStaccatoBelow										
72	72	215	215	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	537			articAccentBelow					32					
72	72	213	213	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	538													
72	72	855/4	855/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	539			articStaccatoAbove										
72	72	214	214	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	540			articStaccatoAbove										
72	72	215	215	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	541								33					
73	73	216	216	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	542													
73	73	216	216	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	543													
73	73	867/4	867/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	544			articStaccatoBelow										
73	73	217	217	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	545			articStaccatoBelow										
73	73	218	218	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	546			articAccentBelow					34					
73	73	216	216	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	547													
73	73	867/4	867/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	548			articStaccatoAbove										
73	73	217	217	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	549			articStaccatoAbove										
73	73	218	218	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	550								35					
74	74	219	219	0.0	0	0	StaffText	3/4	1	1	0								rit.									
74	74	219	219	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	551													
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	552			articStaccatoBelow										
74	74	220	220	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	553			articStaccatoBelow										
74	74	221	221	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	554								36					
74	74	219	219	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	555													
74	74	879/4	879/4	0.0	3/16	3/16	Spanner	3/4	2	1	0													40	40			
74	74	879/4	879/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	556			articStaccatoAbove						40	40			
74	74	220	220	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	557			articStaccatoBelow						40	40			
74	74	221	221	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	558									40	40			
75	75	222	222	0.0	0	0	Spanner	3/4	1	1	0															1		
75	75	222	222	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	559											1		
75	75	222	222	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	560											1		
75	75	445/2	445/2	0.0	1/8	1/8	Spanner	3/4	1	1	0																	
75	75	891/4	891/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	561			articStaccatoBelow										
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	562			articStaccatoBelow										
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	563								37					
75	75	222	222	0.0	0	0	Spanner	3/4	2	1	0																	
75	75	222	222	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	564													
75	75	891/4	891/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	565			articStaccatoAbove										
75	75	223	223	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	566			articStaccatoAbove										
75	75	224	224	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	567													
76	76	225	225	0.0	0	0	Dynamic	3/4	1	1	0						fz											
76	76	225	225	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	568													
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	569			articStaccatoBelow										
76	76	226	226	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	570			articStaccatoBelow										
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	571								38					
76	76	225	225	0.0	0	0	Spanner	3/4	2	1	0													41	41			
76	76	225	225	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	572									41	41			
76	76	903/4	903/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	573			articStaccatoAbove						41	41			
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	574			articStaccatoAbove						41	41			
76	76	227	227	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	575													
77	77	228	228	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	576													
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	577													
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	578			articStaccatoBelow										
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	579			articAccentBelow					39					
77	77	228	228	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	580													
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	581			articStaccatoBelow										
77	77	229	229	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	582			articStaccatoAbove										
77	77	230	230	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	583			articAccentBelow										
78	78	231	231	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	584													
78	78	231	231	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	585													
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	586			articStaccatoBelow										
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	587			articStaccatoBelow										
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	588			articAccentBelow					40					
78	78	231	231	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	589													
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	590			articStaccatoBelow										
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	591			articStaccatoBelow										
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	592			articAccentBelow										
79	79	234	234	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	593													
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	594													
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	595			articStaccatoBelow										
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	596			articAccentBelow					41					
79	79	234	234	0.0	0	0	Spanner	3/4	2	1	0													42	42			
79	79	234	234	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	597									42	42			
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	598									42	42			
79	79	235	235	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	599			articStaccatoAbove						42	42			
79	79	236	236	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	600									42	42			
80	80	237	237	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	601													
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	602													
80	80	238	238	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	603			articStaccatoBelow										
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	604			articAccentBelow					42					
80	80	237	237	0.0	0	0	Spanner	3/4	2	1	0																	
80	80	237	237	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	605													
80	80	951/4	951/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	606													
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	607			articStaccatoAbove										
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	608			articAccentBelow										
81	81	240	240	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	609													
81	81	240	240	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	610													
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	611			articStaccatoBelow										
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	612			articStaccatoBelow										
81	81	242	242	0.0	1/2	1/2	Spanner	3/4	1	1	0															2		
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	613			articAccentBelow					43			2		
81	81	240	240	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	614													
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	615			articStaccatoBelow										
81	81	241	241	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	616			articStaccatoBelow										
81	81	242	242	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	617			articAccentBelow										
82	82	243	243	0.0	0	0	Spanner	3/4	1	1	0																	
82	82	243	243	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	618													
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	619			articStaccatoBelow										
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	620			articStaccatoBelow										
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	621			articAccentBelow					44					
82	82	243	243	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	622													
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	623			articStaccatoBelow										
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	624			articStaccatoBelow										
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	625													
83	83	246	246	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	626													
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	627			articStaccatoAbove										
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	628			articStaccatoAbove										
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	629			articAccentBelow										
83	83	246	246	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	630													
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	631			articStaccatoAbove										
83	83	247	247	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	632			articStaccatoAbove										
83	83	248	248	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	633													
84	84	249	249	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	634								45					
84	84	499/2	499/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	635								45					
84	84	250	250	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	636								45					
84	84	503/2	503/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	637								45					
84	84	249	249	0.0	0	0	Spanner	3/4	2	1	0													43	43			
84	84	249	249	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	638									43	43			
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	639									43	43			
84	84	251	251	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
85	85	252	252	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	640								45					
85	85	505/2	505/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	641								45					
85	85	253	253	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	642								45					
85	85	509/2	509/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	643								45					
85	85	252	252	0.0	0	0	Spanner	3/4	2	1	0													44	44			
85	85	252	252	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	644									44	44			
85	85	253	253	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	645									44	44			
85	85	254	254	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	646									44	44			
86	86	255	255	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	647			ornamentShortTrill					45					
86	86	511/2	511/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	648								45					
86	86	256	256	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	649								45					
86	86	513/2	513/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	650								45					
86	86	257	257	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	651								45					
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0																	
86	86	255	255	0.0	0	0	Spanner	3/4	2	1	0													45	45			
86	86	255	255	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	652									45	45			
86	86	256	256	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	653									45	45			
86	86	257	257	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	654									45	45			
87	87	258	258	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	655								45					
87	87	258	258	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	656								45					
87	87	1035/4	1035/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	657								45					
87	87	259	259	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	658													
87	87	260	260	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	659								46					
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0																	
87	87	258	258	0.0	0	0	Spanner	3/4	2	1	0													46	46			
87	87	258	258	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	660									46	46			
87	87	259	259	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	661									46	46			
87	87	260	260	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
88	88	261	261	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	662								46					
88	88	523/2	523/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	663								46					
88	88	262	262	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	664								46					
88	88	527/2	527/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	665								46					
88	88	261	261	0.0	0	0	Spanner	3/4	2	1	0													47	47			
88	88	261	261	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	666									47	47			
88	88	262	262	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	667									47	47			
88	88	263	263	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	668									47	47			
89	89	264	264	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	669								46					
89	89	529/2	529/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	670								46					
89	89	265	265	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	671								46					
89	89	533/2	533/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	672								46					
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0																	
89	89	264	264	0.0	0	0	Spanner	3/4	2	1	0													48	48			
89	89	264	264	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	673									48	48			
89	89	265	265	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	674									48	48			
89	89	266	266	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	675									48	48			
90	90	267	267	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	676								46					
90	90	535/2	535/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	677								46					
90	90	268	268	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	678								46					
90	90	537/2	537/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	679								46					
90	90	269	269	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	680								46					
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0																	
90	90	267	267	0.0	0	0	Spanner	3/4	2	1	0													49	49			
90	90	267	267	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	681									49	49			
90	90	268	268	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	682									49	49			
90	90	269	269	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	683									49	49			
91	91	270	270	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	684								46					
91	91	1083/4	1083/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	685								46					
91	91	271	271	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	686								46					
91	91	545/2	545/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	687								46					
91	91	270	270	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	688								47					
91	91	272	272	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	689													
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0																	
91	91	270	270	0.0	0	0	Spanner	3/4	2	1	0													50	50			
91	91	270	270	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	690									50	50			
91	91	271	271	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	691									50	50			
91	91	272	272	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
91	91	272	272	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	692													
92	92	273	273	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	693								46					
92	92	547/2	547/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	694								46					
92	92	274	274	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	695								46					
92	92	275	275	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	696								46					
92	92	551/2	551/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	697								46					
92	92	273	273	0.0	0	0	Spanner	3/4	2	1	0													51	51			
92	92	273	273	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	698								48	51	51			
92	92	274	274	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	699									51	51			
93	93	276	276	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	700								46					
93	93	553/2	553/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	701								46					
93	93	277	277	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	702								46					
93	93	557/2	557/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	703								46					
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0																	
93	93	276	276	0.0	0	0	Spanner	3/4	2	1	0													52	52			
93	93	276	276	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	704									52	52			
93	93	277	277	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	705									52	52			
93	93	278	278	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	706									52	52			
94	94	279	279	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	707			ornamentShortTrill					46					
94	94	559/2	559/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	708								46					
94	94	280	280	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	709								46					
94	94	561/2	561/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	710								46					
94	94	281	281	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	711								46					
94	94	279	279	0.0	0	0	Spanner	3/4	2	1	0																	
94	94	279	279	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	712													
94	94	280	280	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	713													
94	94	279	279	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	714													
94	94	281	281	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	715													
95	95	282	282	0.0	0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	716													
95	95	282	282	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	717													
95	95	1131/4	1131/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	718								49					
95	95	283	283	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	719								49					
95	95	284	284	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	720								49					
95	95	283	283	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	721													
95	95	284	284	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	722													
95	95	282	282	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	723													
96	96	285	285	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	724								49					
96	96	1143/4	1143/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	725								49					
96	96	286	286	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	726								49					
96	96	287	287	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	727								49					
96	96	285	285	0.0	0	0	Spanner	3/4	2	1	0													53	53			
96	96	285	285	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	728									53	53			
96	96	286	286	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	729									53	53			
96	96	287	287	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	730									53	53			
97	97	288	288	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	731								49					
97	97	1155/4	1155/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	732								49					
97	97	289	289	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	733								49					
97	97	581/2	581/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	734								49					
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0																	
97	97	288	288	0.0	0	0	Spanner	3/4	2	1	0													54	54			
97	97	288	288	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	735									54	54			
97	97	289	289	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	736									54	54			
97	97	290	290	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	737									54	54			
98	98	291	291	0.0	0	0	Spanner	3/4	1	1	0												49					2
98	98	291	291	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	738			ornamentShortTrill					49					2
98	98	583/2	583/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	739								49					2
98	98	292	292	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	740								49					2
98	98	585/2	585/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	741								49					2
98	98	293	293	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	742								49					2
98	98	587/2	587/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	743								49					2
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0																	
98	98	291	291	0.0	0	0	Spanner	3/4	2	1	0													55	55			
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	744									55	55			
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	745									55	55			
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	746									55	55			
99	99	294	294	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	747								49					2
99	99	589/2	589/2	0.0	1/8	1/8	Chord	3/4	1	1	0	acciaccatura	1/8	1	748								49					2
99	99	589/2	589/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	749								49					2
99	99	295	295	0.0	1/4	1/4	Spanner	3/4	1	1	0												49					
99	99	295	295	0.0	1/4	1/4	Spanner	3/4	1	1	0												49				1	
99	99	295	295	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	750								49				1	
99	99	593/2	593/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	751								49				1	
99	99	294	294	0.0	0	0	Spanner	3/4	2	1	0																	
